TimeSlice	Time	LH_BicepsFemorisPosterior	BFP
60	0.0108	0.0225415	-0.06
61	0.01098	0.0225415	-0.06
62	0.01116	0.0225415	-0.06
63	0.01134	0.0225415	-0.06
64	0.01152	0.0225415	-0.06
65	0.0117	0.0225415	-0.06
66	0.01188	0.0225415	-0.06
67	0.01206	0.0225415	-0.06
68	0.01224	0.0225415	-0.06
69	0.01242	0.0225415	-0.06
70	0.0126	0.0225415	-0.06
71	0.01278	0.0225415	-0.06
72	0.01296	0.0225415	-0.06
73	0.01314	0.0225415	-0.06
74	0.01332	0.0225415	-0.06
75	0.0135	0.0225415	-0.06
76	0.01368	0.0225415	-0.06
77	0.01386	0.0225415	-0.06
78	0.01404	0.0225415	-0.06
79	0.01422	0.0225415	-0.06
80	0.0144	0.0225415	-0.06
81	0.01458	0.0225415	-0.06
82	0.01476	0.0225415	-0.06
83	0.01494	0.0225415	-0.06
84	0.01512	0.0225415	-0.06
85	0.0153	0.0225415	-0.06
86	0.01548	0.0225415	-0.06
87	0.01566	0.0225415	-0.06
88	0.01584	0.0225415	-0.06
89	0.01602	0.0225415	-0.06
90	0.0162	0.0225415	-0.06
91	0.01638	0.0225415	-0.06
92	0.01656	0.0225415	-0.06
93	0.01674	0.0225415	-0.06
94	0.01692	0.0225415	-0.06
95	0.0171	0.0225415	-0.06
96	0.01728	0.0225415	-0.06
97	0.01746	0.0225415	-0.06
98	0.01764	0.0225415	-0.06
99	0.01782	0.0225415	-0.06
100	0.018	0.0225415	-0.06
101	0.01818	0.0225415	-0.06
102	0.01836	0.0225415	-0.06
103	0.01854	0.0225415	-0.06
104	0.01872	0.0225415	-0.06
105	0.0189	0.0225415	-0.06
106	0.01908	0.0225415	-0.06
107	0.01926	0.0225415	-0.06
108	0.01944	0.0225415	-0.06
109	0.01962	0.0225415	-0.06
110	0.0198	0.0225415	-0.06
111	0.01998	0.0225415	-0.06
112	0.02016	0.0225415	-0.06
113	0.02034	0.0225415	-0.06
114	0.02052	0.0225415	-0.06
115	0.0207	0.0225415	-0.06
116	0.02088	0.0225415	-0.06
117	0.02106	0.0225415	-0.06
118	0.02124	0.0225415	-0.06
119	0.02142	0.0225415	-0.06
120	0.0216	0.0225415	-0.06
121	0.02178	0.0225415	-0.06
122	0.02196	0.0225415	-0.06
123	0.02214	0.0225415	-0.06
124	0.02232	0.0225415	-0.06
125	0.0225	0.0225415	-0.06
126	0.02268	0.0225415	-0.06
127	0.02286	0.0225415	-0.06
128	0.02304	0.0225415	-0.06
129	0.02322	0.0225415	-0.06
130	0.0234	0.0225415	-0.06
131	0.02358	0.0225415	-0.06
132	0.02376	0.0225415	-0.06
133	0.02394	0.0225415	-0.06
134	0.02412	0.0225415	-0.06
135	0.0243	0.0225415	-0.06
136	0.02448	0.0225415	-0.06
137	0.02466	0.0225415	-0.06
138	0.02484	0.0225415	-0.06
139	0.02502	0.0225415	-0.06
140	0.0252	0.0225415	-0.06
141	0.02538	0.0225415	-0.06
142	0.02556	0.0225415	-0.06
143	0.02574	0.0225415	-0.06
144	0.02592	0.0225415	-0.06
145	0.0261	0.0225415	-0.06
146	0.02628	0.0225415	-0.06
147	0.02646	0.0225415	-0.06
148	0.02664	0.0225415	-0.06
149	0.02682	0.0225415	-0.06
150	0.027	0.0225415	-0.06
151	0.02718	0.0225415	-0.06
152	0.02736	0.0225415	-0.06
153	0.02754	0.0225415	-0.06
154	0.02772	0.0225415	-0.06
155	0.0279	0.0225415	-0.06
156	0.02808	0.0225415	-0.06
157	0.02826	0.0225415	-0.06
158	0.02844	0.0225415	-0.06
159	0.02862	0.0225415	-0.06
160	0.0288	0.0225415	-0.06
161	0.02898	0.0225415	-0.06
162	0.02916	0.0225415	-0.06
163	0.02934	0.0225415	-0.06
164	0.02952	0.0225415	-0.06
165	0.0297	0.0225415	-0.06
166	0.02988	0.0225415	-0.06
167	0.03006	0.0225415	-0.06
168	0.03024	0.0225415	-0.06
169	0.03042	0.0225415	-0.06
170	0.0306	0.0225415	-0.06
171	0.03078	0.0225415	-0.06
172	0.03096	0.0225415	-0.06
173	0.03114	0.0225415	-0.06
174	0.03132	0.0225415	-0.06
175	0.0315	0.0225415	-0.06
176	0.03168	0.0225415	-0.06
177	0.03186	0.0225415	-0.06
178	0.03204	0.0225415	-0.06
179	0.03222	0.0225415	-0.06
180	0.0324	0.0225415	-0.06
181	0.03258	0.0225415	-0.06
182	0.03276	0.0225415	-0.06
183	0.03294	0.0225415	-0.06
184	0.03312	0.0225415	-0.06
185	0.0333	0.0225415	-0.06
186	0.03348	0.0225415	-0.06
187	0.03366	0.0225415	-0.06
188	0.03384	0.0225415	-0.06
189	0.03402	0.0225415	-0.06
190	0.0342	0.0225415	-0.06
191	0.03438	0.0225415	-0.06
192	0.03456	0.0225415	-0.06
193	0.03474	0.0225415	-0.06
194	0.03492	0.0225415	-0.06
195	0.0351	0.0225415	-0.06
196	0.03528	0.0225415	-0.06
197	0.03546	0.0225415	-0.06
198	0.03564	0.0225415	-0.06
199	0.03582	0.0225415	-0.06
200	0.036	0.0225415	-0.06
201	0.03618	0.0225415	-0.06
202	0.03636	0.0225415	-0.06
203	0.03654	0.0225415	-0.06
204	0.03672	0.0225415	-0.06
205	0.0369	0.0225415	-0.06
206	0.03708	0.0225415	-0.06
207	0.03726	0.0225415	-0.06
208	0.03744	0.0225415	-0.06
209	0.03762	0.0225415	-0.06
210	0.0378	0.0225415	-0.06
211	0.03798	0.0225415	-0.06
212	0.03816	0.0225415	-0.06
213	0.03834	0.0225415	-0.06
214	0.03852	0.0225415	-0.06
215	0.0387	0.0225415	-0.06
216	0.03888	0.0225415	-0.06
217	0.03906	0.0225415	-0.06
218	0.03924	0.0225415	-0.06
219	0.03942	0.0225415	-0.06
220	0.0396	0.0225415	-0.06
221	0.03978	0.0225415	-0.06
222	0.03996	0.0225415	-0.06
223	0.04014	0.0225415	-0.06
224	0.04032	0.0225415	-0.06
225	0.0405	0.0225415	-0.06
226	0.04068	0.0225415	-0.06
227	0.04086	0.0225415	-0.06
228	0.04104	0.0225415	-0.06
229	0.04122	0.0225415	-0.06
230	0.0414	0.0225415	-0.06
231	0.04158	0.0225415	-0.06
232	0.04176	0.0225415	-0.06
233	0.04194	0.0225415	-0.06
234	0.04212	0.0225415	-0.06
235	0.0423	0.0225415	-0.06
236	0.04248	0.0225415	-0.06
237	0.04266	0.0225415	-0.06
238	0.04284	0.0225415	-0.06
239	0.04302	0.0225415	-0.06
240	0.0432	0.0225415	-0.06
241	0.04338	0.0225415	-0.06
242	0.04356	0.0225415	-0.06
243	0.04374	0.0225415	-0.06
244	0.04392	0.0225415	-0.06
245	0.0441	0.0225415	-0.06
246	0.04428	0.0225415	-0.06
247	0.04446	0.0225415	-0.06
248	0.04464	0.0225415	-0.06
249	0.04482	0.0225415	-0.06
250	0.045	0.0225415	-0.06
251	0.04518	0.0225415	-0.06
252	0.04536	0.0225415	-0.06
253	0.04554	0.0225415	-0.06
254	0.04572	0.0225415	-0.06
255	0.0459	0.0225415	-0.06
256	0.04608	0.0225415	-0.06
257	0.04626	0.0225415	-0.06
258	0.04644	0.0225415	-0.06
259	0.04662	0.0225415	-0.06
260	0.0468	0.0225415	-0.06
261	0.04698	0.0225415	-0.06
262	0.04716	0.0225415	-0.06
263	0.04734	0.0225415	-0.06
264	0.04752	0.0225415	-0.06
265	0.0477	0.0225415	-0.06
266	0.04788	0.0225415	-0.06
267	0.04806	0.0225415	-0.06
268	0.04824	0.0225415	-0.06
269	0.04842	0.0225415	-0.06
270	0.0486	0.0225415	-0.06
271	0.04878	0.0225415	-0.06
272	0.04896	0.0225415	-0.06
273	0.04914	0.0225415	-0.06
274	0.04932	0.0225415	-0.06
275	0.0495	0.0225415	-0.06
276	0.04968	0.0225415	-0.06
277	0.04986	0.0225415	-0.06
278	0.05004	0.0225415	-0.06
279	0.05022	0.0225415	-0.06
280	0.0504	0.0225415	-0.06
281	0.05058	0.0225415	-0.06
282	0.05076	0.0225415	-0.06
283	0.05094	0.0225415	-0.06
284	0.05112	0.0225415	-0.06
285	0.0513	0.0225415	-0.06
286	0.05148	0.0225415	-0.06
287	0.05166	0.0225415	-0.06
288	0.05184	0.0225415	-0.06
289	0.05202	0.0225415	-0.06
290	0.0522	0.0225415	-0.06
291	0.05238	0.0225415	-0.06
292	0.05256	0.0225415	-0.06
293	0.05274	0.0225415	-0.06
294	0.05292	0.0225415	-0.06
295	0.0531	0.0225415	-0.06
296	0.05328	0.0225415	-0.06
297	0.05346	0.0225415	-0.06
298	0.05364	0.0225415	-0.06
299	0.05382	0.0225415	-0.06
300	0.054	0.0225415	-0.06
301	0.05418	0.0225415	-0.06
302	0.05436	0.0225415	-0.06
303	0.05454	0.0225415	-0.06
304	0.05472	0.0225415	-0.06
305	0.0549	0.0225415	-0.06
306	0.05508	0.0225415	-0.06
307	0.05526	0.0225415	-0.06
308	0.05544	0.0225415	-0.06
309	0.05562	0.0225415	-0.06
310	0.0558	0.0225415	-0.06
311	0.05598	0.0225415	-0.06
312	0.05616	0.0225415	-0.06
313	0.05634	0.0225415	-0.06
314	0.05652	0.0225415	-0.06
315	0.0567	0.0225415	-0.06
316	0.05688	0.0225415	-0.06
317	0.05706	0.0225415	-0.06
318	0.05724	0.0225415	-0.06
319	0.05742	0.0225415	-0.06
320	0.0576	0.0225415	-0.06
321	0.05778	0.0225415	-0.06
322	0.05796	0.0225415	-0.06
323	0.05814	0.0225415	-0.06
324	0.05832	0.0225415	-0.06
325	0.0585	0.0225415	-0.06
326	0.05868	0.0225415	-0.06
327	0.05886	0.0225415	-0.06
328	0.05904	0.0225415	-0.06
329	0.05922	0.0225415	-0.06
330	0.0594	0.0225415	-0.06
331	0.05958	0.0225415	-0.06
332	0.05976	0.0225415	-0.06
333	0.05994	0.0225415	-0.06
334	0.06012	0.0225415	-0.06
335	0.0603	0.0225415	-0.06
336	0.06048	0.0225415	-0.06
337	0.06066	0.0225415	-0.06
338	0.06084	0.0225415	-0.06
339	0.06102	0.0225415	-0.06
340	0.0612	0.0225415	-0.06
341	0.06138	0.0225415	-0.06
342	0.06156	0.0225415	-0.06
343	0.06174	0.0225415	-0.06
344	0.06192	0.0225415	-0.06
345	0.0621	0.0225415	-0.06
346	0.06228	0.0225415	-0.06
347	0.06246	0.0225415	-0.06
348	0.06264	0.0225415	-0.06
349	0.06282	0.0225415	-0.06
350	0.063	0.0225415	-0.06
351	0.06318	0.0225415	-0.06
352	0.06336	0.0225415	-0.06
353	0.06354	0.0225415	-0.06
354	0.06372	0.0225415	-0.06
355	0.0639	0.0225415	-0.06
356	0.06408	0.0225415	-0.06
357	0.06426	0.0225415	-0.06
358	0.06444	0.0225415	-0.06
359	0.06462	0.0225415	-0.06
360	0.0648	0.0225415	-0.06
361	0.06498	0.0225415	-0.06
362	0.06516	0.0225415	-0.06
363	0.06534	0.0225415	-0.06
364	0.06552	0.0225415	-0.06
365	0.0657	0.0225415	-0.06
366	0.06588	0.0225415	-0.06
367	0.06606	0.0225415	-0.06
368	0.06624	0.0225415	-0.06
369	0.06642	0.0225415	-0.06
370	0.0666	0.0225415	-0.06
371	0.06678	0.0225415	-0.06
372	0.06696	0.0225415	-0.06
373	0.06714	0.0225415	-0.06
374	0.06732	0.0225415	-0.06
375	0.0675	0.0225415	-0.06
376	0.06768	0.0225415	-0.06
377	0.06786	0.0225415	-0.06
378	0.06804	0.0225415	-0.06
379	0.06822	0.0225415	-0.06
380	0.0684	0.0225415	-0.06
381	0.06858	0.0225415	-0.06
382	0.06876	0.0225415	-0.06
383	0.06894	0.0225415	-0.06
384	0.06912	0.0225415	-0.06
385	0.0693	0.0225415	-0.06
386	0.06948	0.0225415	-0.06
387	0.06966	0.0225415	-0.06
388	0.06984	0.0225415	-0.06
389	0.07002	0.0225415	-0.06
390	0.0702	0.0225415	-0.06
391	0.07038	0.0225415	-0.06
392	0.07056	0.0225415	-0.06
393	0.07074	0.0225415	-0.06
394	0.07092	0.0225415	-0.06
395	0.0711	0.0225415	-0.06
396	0.07128	0.0225415	-0.06
397	0.07146	0.0225415	-0.06
398	0.07164	0.0225415	-0.06
399	0.07182	0.0225415	-0.06
400	0.072	0.0225415	-0.06
401	0.07218	0.0225415	-0.06
402	0.07236	0.0225415	-0.06
403	0.07254	0.0225415	-0.06
404	0.07272	0.0225415	-0.06
405	0.0729	0.0225415	-0.06
406	0.07308	0.0225415	-0.06
407	0.07326	0.0225415	-0.06
408	0.07344	0.0225415	-0.06
409	0.07362	0.0225415	-0.06
410	0.0738	0.0225415	-0.06
411	0.07398	0.0225415	-0.06
412	0.07416	0.0225415	-0.06
413	0.07434	0.0225415	-0.06
414	0.07452	0.0225415	-0.06
415	0.0747	0.0225415	-0.06
416	0.07488	0.0225415	-0.06
417	0.07506	0.0225415	-0.06
418	0.07524	0.0225415	-0.06
419	0.07542	0.0225415	-0.06
420	0.0756	0.0225415	-0.06
421	0.07578	0.0225415	-0.06
422	0.07596	0.0225415	-0.06
423	0.07614	0.0225415	-0.06
424	0.07632	0.0225415	-0.06
425	0.0765	0.0225415	-0.06
426	0.07668	0.0225415	-0.06
427	0.07686	0.0225415	-0.06
428	0.07704	0.0225415	-0.06
429	0.07722	0.0225415	-0.06
430	0.0774	0.0225415	-0.06
431	0.07758	0.0225415	-0.06
432	0.07776	0.0225415	-0.06
433	0.07794	0.0225415	-0.06
434	0.07812	0.0225415	-0.06
435	0.0783	0.0225415	-0.06
436	0.07848	0.0225415	-0.06
437	0.07866	0.0225415	-0.06
438	0.07884	0.0225415	-0.06
439	0.07902	0.0225415	-0.06
440	0.0792	0.0225415	-0.06
441	0.07938	0.0225415	-0.06
442	0.07956	0.0225415	-0.06
443	0.07974	0.0225415	-0.06
444	0.07992	0.0225415	-0.06
445	0.0801	0.0225415	-0.06
446	0.08028	0.0225415	-0.06
447	0.08046	0.0225415	-0.06
448	0.08064	0.0225415	-0.06
449	0.08082	0.0225415	-0.06
450	0.081	0.0225415	-0.06
451	0.08118	0.0225415	-0.06
452	0.08136	0.0225415	-0.06
453	0.08154	0.0225415	-0.06
454	0.08172	0.0225415	-0.06
455	0.0819	0.0225415	-0.06
456	0.08208	0.0225415	-0.06
457	0.08226	0.0225415	-0.06
458	0.08244	0.0225415	-0.06
459	0.08262	0.0225415	-0.06
460	0.0828	0.0225415	-0.06
461	0.08298	0.0225415	-0.06
462	0.08316	0.0225415	-0.06
463	0.08334	0.0225415	-0.06
464	0.08352	0.0225415	-0.06
465	0.0837	0.0225415	-0.06
466	0.08388	0.0225415	-0.06
467	0.08406	0.0225415	-0.06
468	0.08424	0.0225415	-0.06
469	0.08442	0.0225415	-0.06
470	0.0846	0.0225415	-0.06
471	0.08478	0.0225415	-0.06
472	0.08496	0.0225415	-0.06
473	0.08514	0.0225415	-0.06
474	0.08532	0.0225415	-0.06
475	0.0855	0.0225415	-0.06
476	0.08568	0.0225415	-0.06
477	0.08586	0.0225415	-0.06
478	0.08604	0.0225415	-0.06
479	0.08622	0.0225415	-0.06
480	0.0864	0.0225415	-0.06
481	0.08658	0.0225415	-0.06
482	0.08676	0.0225415	-0.06
483	0.08694	0.0225415	-0.06
484	0.08712	0.0225415	-0.06
485	0.0873	0.0225415	-0.06
486	0.08748	0.0225415	-0.06
487	0.08766	0.0225415	-0.06
488	0.08784	0.0225415	-0.06
489	0.08802	0.0225415	-0.06
490	0.0882	0.0225415	-0.06
491	0.08838	0.0225415	-0.06
492	0.08856	0.0225415	-0.06
493	0.08874	0.0225415	-0.06
494	0.08892	0.0225415	-0.06
495	0.0891	0.0225415	-0.06
496	0.08928	0.0225415	-0.06
497	0.08946	0.0225415	-0.06
498	0.08964	0.0225415	-0.06
499	0.08982	0.0225415	-0.06
500	0.09	0.0225415	-0.06
501	0.09018	0.0225415	-0.06
502	0.09036	0.0225415	-0.06
503	0.09054	0.0225415	-0.06
504	0.09072	0.0225415	-0.06
505	0.0909	0.0225415	-0.06
506	0.09108	0.0225415	-0.06
507	0.09126	0.0225415	-0.06
508	0.09144	0.0225415	-0.06
509	0.09162	0.0225415	-0.06
510	0.0918	0.0225415	-0.06
511	0.09198	0.0225415	-0.06
512	0.09216	0.0225415	-0.06
513	0.09234	0.0225415	-0.06
514	0.09252	0.0225415	-0.06
515	0.0927	0.0225415	-0.06
516	0.09288	0.0225415	-0.06
517	0.09306	0.0225415	-0.06
518	0.09324	0.0225415	-0.06
519	0.09342	0.0225415	-0.06
520	0.0936	0.0225415	-0.06
521	0.09378	0.0225415	-0.06
522	0.09396	0.0225415	-0.06
523	0.09414	0.0225415	-0.06
524	0.09432	0.0225415	-0.06
525	0.0945	0.0225415	-0.06
526	0.09468	0.0225415	-0.06
527	0.09486	0.0225415	-0.06
528	0.09504	0.0225415	-0.06
529	0.09522	0.0225415	-0.06
530	0.0954	0.0225415	-0.06
531	0.09558	0.0225415	-0.06
532	0.09576	0.0225415	-0.06
533	0.09594	0.0225415	-0.06
534	0.09612	0.0225415	-0.06
535	0.0963	0.0225415	-0.06
536	0.09648	0.0225415	-0.06
537	0.09666	0.0225415	-0.06
538	0.09684	0.0225415	-0.06
539	0.09702	0.0225415	-0.06
540	0.0972	0.0225415	-0.06
541	0.09738	0.0225415	-0.06
542	0.09756	0.0225415	-0.06
543	0.09774	0.0225415	-0.06
544	0.09792	0.0225415	-0.06
545	0.0981	0.0225415	-0.06
546	0.09828	0.0225415	-0.06
547	0.09846	0.0225415	-0.06
548	0.09864	0.0225415	-0.06
549	0.09882	0.0225415	-0.06
550	0.099	0.0225415	-0.06
551	0.09918	0.0225415	-0.06
552	0.09936	0.0225415	-0.06
553	0.09954	0.0225415	-0.06
554	0.09972	0.0225415	-0.06
555	0.0999	0.0225415	-0.06
556	0.10008	0.0225415	-0.06
557	0.10026	0.0225415	-0.06
558	0.10044	0.0225415	-0.06
559	0.10062	0.0225415	-0.06
560	0.1008	0.0225415	-0.06
561	0.10098	0.0225415	-0.06
562	0.10116	0.0225415	-0.06
563	0.10134	0.0225415	-0.06
564	0.10152	0.0225415	-0.06
565	0.1017	0.0225415	-0.06
566	0.10188	0.0225415	-0.06
567	0.10206	0.0225415	-0.06
568	0.10224	0.0225415	-0.06
569	0.10242	0.0225415	-0.06
570	0.1026	0.0225415	-0.06
571	0.10278	0.0225415	-0.06
572	0.10296	0.0225415	-0.06
573	0.10314	0.0225415	-0.06
574	0.10332	0.0225415	-0.06
575	0.1035	0.0225415	-0.06
576	0.10368	0.0225415	-0.06
577	0.10386	0.0225415	-0.06
578	0.10404	0.0225415	-0.06
579	0.10422	0.0225415	-0.06
580	0.1044	0.0225415	-0.06
581	0.10458	0.0225415	-0.06
582	0.10476	0.0225415	-0.06
583	0.10494	0.0225415	-0.06
584	0.10512	0.0225415	-0.06
585	0.1053	0.0225415	-0.06
586	0.10548	0.0225415	-0.06
587	0.10566	0.0225415	-0.06
588	0.10584	0.0225415	-0.06
589	0.10602	0.0225415	-0.06
590	0.1062	0.0225415	-0.06
591	0.10638	0.0225415	-0.06
592	0.10656	0.0225415	-0.06
593	0.10674	0.0225415	-0.06
594	0.10692	0.0225415	-0.06
595	0.1071	0.0225415	-0.06
596	0.10728	0.0225415	-0.06
597	0.10746	0.0225415	-0.06
598	0.10764	0.0225415	-0.06
599	0.10782	0.0225415	-0.06
600	0.108	0.0225415	-0.06
601	0.10818	0.0225415	-0.06
602	0.10836	0.0225415	-0.06
603	0.10854	0.0225415	-0.06
604	0.10872	0.0225415	-0.06
605	0.1089	0.0225415	-0.06
606	0.10908	0.0225415	-0.06
607	0.10926	0.0225415	-0.06
608	0.10944	0.0225415	-0.06
609	0.10962	0.0225415	-0.06
610	0.1098	0.0225415	-0.06
611	0.10998	0.0225415	-0.06
612	0.11016	0.0225415	-0.06
613	0.11034	0.0225415	-0.06
614	0.11052	0.0225415	-0.06
615	0.1107	0.0225415	-0.06
616	0.11088	0.0225415	-0.06
617	0.11106	0.0225415	-0.06
618	0.11124	0.0225415	-0.06
619	0.11142	0.0225415	-0.06
620	0.1116	0.0225415	-0.06
621	0.11178	0.0225415	-0.06
622	0.11196	0.0225415	-0.06
623	0.11214	0.0225415	-0.06
624	0.11232	0.0225415	-0.06
625	0.1125	0.0225415	-0.06
626	0.11268	0.0225415	-0.06
627	0.11286	0.0225415	-0.06
628	0.11304	0.0225415	-0.06
629	0.11322	0.0225415	-0.06
630	0.1134	0.0225415	-0.06
631	0.11358	0.0225415	-0.06
632	0.11376	0.0225415	-0.06
633	0.11394	0.0225415	-0.06
634	0.11412	0.0225415	-0.06
635	0.1143	0.0225415	-0.06
636	0.11448	0.0225415	-0.06
637	0.11466	0.0225415	-0.06
638	0.11484	0.0225415	-0.06
639	0.11502	0.0225415	-0.06
640	0.1152	0.0225415	-0.06
641	0.11538	0.0225415	-0.06
642	0.11556	0.0225415	-0.06
643	0.11574	0.0225415	-0.06
644	0.11592	0.0225415	-0.06
645	0.1161	0.0225415	-0.06
646	0.11628	0.0225415	-0.06
647	0.11646	0.0225415	-0.06
648	0.11664	0.0225415	-0.06
649	0.11682	0.0225415	-0.06
650	0.117	0.0225415	-0.06
651	0.11718	0.0225415	-0.06
652	0.11736	0.0225415	-0.06
653	0.11754	0.0225415	-0.06
654	0.11772	0.0225415	-0.06
655	0.1179	0.0225415	-0.06
656	0.11808	0.0225415	-0.06
657	0.11826	0.0225415	-0.06
658	0.11844	0.0225415	-0.06
659	0.11862	0.0225415	-0.06
660	0.1188	0.0225415	-0.06
661	0.11898	0.0225415	-0.06
662	0.11916	0.0225415	-0.06
663	0.11934	0.0225415	-0.06
664	0.11952	0.0225415	-0.06
665	0.1197	0.0225415	-0.06
666	0.11988	0.0225415	-0.06
667	0.12006	0.0225415	-0.06
668	0.12024	0.0225415	-0.06
669	0.12042	0.0225415	-0.06
670	0.1206	0.0225415	-0.06
671	0.12078	0.0225415	-0.06
672	0.12096	0.0225415	-0.06
673	0.12114	0.0225415	-0.06
674	0.12132	0.0225415	-0.06
675	0.1215	0.0225415	-0.06
676	0.12168	0.0225415	-0.06
677	0.12186	0.0225415	-0.06
678	0.12204	0.0225415	-0.06
679	0.12222	0.0225415	-0.06
680	0.1224	0.0225415	-0.06
681	0.12258	0.0225415	-0.06
682	0.12276	0.0225415	-0.06
683	0.12294	0.0225415	-0.06
684	0.12312	0.0225415	-0.06
685	0.1233	0.0225415	-0.06
686	0.12348	0.0225415	-0.06
687	0.12366	0.0225415	-0.06
688	0.12384	0.0225415	-0.06
689	0.12402	0.0225415	-0.06
690	0.1242	0.0225415	-0.06
691	0.12438	0.0225415	-0.06
692	0.12456	0.0225415	-0.06
693	0.12474	0.0225415	-0.06
694	0.12492	0.0225415	-0.06
695	0.1251	0.0225415	-0.06
696	0.12528	0.0225415	-0.06
697	0.12546	0.0225415	-0.06
698	0.12564	0.0225415	-0.06
699	0.12582	0.0225415	-0.06
700	0.126	0.0225415	-0.06
701	0.12618	0.0225415	-0.06
702	0.12636	0.0225415	-0.06
703	0.12654	0.0225415	-0.06
704	0.12672	0.0225415	-0.06
705	0.1269	0.0225415	-0.06
706	0.12708	0.0225415	-0.06
707	0.12726	0.0225415	-0.06
708	0.12744	0.0225415	-0.06
709	0.12762	0.0225415	-0.06
710	0.1278	0.0225415	-0.06
711	0.12798	0.0225415	-0.06
712	0.12816	0.0225415	-0.06
713	0.12834	0.0225415	-0.06
714	0.12852	0.0225415	-0.06
715	0.1287	0.0225415	-0.06
716	0.12888	0.0225415	-0.06
717	0.12906	0.0225415	-0.06
718	0.12924	0.0225415	-0.06
719	0.12942	0.0225415	-0.06
720	0.1296	0.0225415	-0.06
721	0.12978	0.0225415	-0.06
722	0.12996	0.0225415	-0.06
723	0.13014	0.0225415	-0.06
724	0.13032	0.0225415	-0.06
725	0.1305	0.0225415	-0.06
726	0.13068	0.0225415	-0.06
727	0.13086	0.0225415	-0.06
728	0.13104	0.0225415	-0.06
729	0.13122	0.0225415	-0.06
730	0.1314	0.0225415	-0.06
731	0.13158	0.0225415	-0.06
732	0.13176	0.0225415	-0.06
733	0.13194	0.0225415	-0.06
734	0.13212	0.0225415	-0.06
735	0.1323	0.0225415	-0.06
736	0.13248	0.0225415	-0.06
737	0.13266	0.0225415	-0.06
738	0.13284	0.0225415	-0.06
739	0.13302	0.0225415	-0.06
740	0.1332	0.0225415	-0.06
741	0.13338	0.0225415	-0.06
742	0.13356	0.0225415	-0.06
743	0.13374	0.0225415	-0.06
744	0.13392	0.0225415	-0.06
745	0.1341	0.0225415	-0.06
746	0.13428	0.0225415	-0.06
747	0.13446	0.0225415	-0.06
748	0.13464	0.0225415	-0.06
749	0.13482	0.0225415	-0.06
750	0.135	0.0225415	-0.06
751	0.13518	0.0225415	-0.06
752	0.13536	0.0225415	-0.06
753	0.13554	0.0225415	-0.06
754	0.13572	0.0225415	-0.06
755	0.1359	0.0225415	-0.06
756	0.13608	0.0225415	-0.06
757	0.13626	0.0225415	-0.06
758	0.13644	0.0225415	-0.06
759	0.13662	0.0225415	-0.06
760	0.1368	0.0225415	-0.06
761	0.13698	0.0225415	-0.06
762	0.13716	0.0225415	-0.06
763	0.13734	0.0225415	-0.06
764	0.13752	0.0225415	-0.06
765	0.1377	0.0225415	-0.06
766	0.13788	0.0225415	-0.06
767	0.13806	0.0225415	-0.06
768	0.13824	0.0225415	-0.06
769	0.13842	0.0225415	-0.06
770	0.1386	0.0225415	-0.06
771	0.13878	0.0225415	-0.06
772	0.13896	0.0225415	-0.06
773	0.13914	0.0225415	-0.06
774	0.13932	0.0225415	-0.06
