TimeSlice	Time	LH_AdductorLongus
768	0.13824	-0.06
771	0.13878	-0.06
774	0.13932	-0.06
777	0.13986	-0.06
780	0.1404	-0.06
783	0.14094	-0.06
786	0.14148	-0.06
789	0.14202	-0.06
792	0.14256	-0.06
795	0.1431	-0.06
798	0.14364	-0.06
801	0.14418	-0.06
804	0.14472	-0.06
807	0.14526	-0.06
810	0.1458	-0.06
813	0.14634	-0.06
816	0.14688	-0.06
819	0.14742	-0.06
822	0.14796	-0.06
825	0.1485	-0.06
828	0.14904	-0.06
831	0.14958	-0.06
834	0.15012	-0.06
837	0.15066	-0.06
840	0.1512	-0.06
843	0.15174	-0.06
846	0.15228	-0.06
849	0.15282	-0.06
852	0.15336	-0.06
855	0.1539	-0.06
858	0.15444	-0.06
861	0.15498	-0.06
864	0.15552	-0.06
867	0.15606	-0.06
870	0.1566	-0.06
873	0.15714	-0.06
876	0.15768	-0.06
879	0.15822	-0.06
882	0.15876	-0.06
885	0.1593	-0.06
888	0.15984	-0.06
891	0.16038	-0.06
894	0.16092	-0.06
897	0.16146	-0.06
900	0.162	-0.06
903	0.16254	-0.06
906	0.16308	-0.06
909	0.16362	-0.06
912	0.16416	-0.06
915	0.1647	-0.06
918	0.16524	-0.06
921	0.16578	-0.06
924	0.16632	-0.06
927	0.16686	-0.06
930	0.1674	-0.06
933	0.16794	-0.06
936	0.16848	-0.06
939	0.16902	-0.06
942	0.16956	-0.06
945	0.1701	-0.06
948	0.17064	-0.06
951	0.17118	-0.06
954	0.17172	-0.06
957	0.17226	-0.06
960	0.1728	-0.06
963	0.17334	-0.06
966	0.17388	-0.06
969	0.17442	-0.06
972	0.17496	-0.06
975	0.1755	-0.06
978	0.17604	-0.06
981	0.17658	-0.06
984	0.17712	-0.06
987	0.17766	-0.06
990	0.1782	-0.06
993	0.17874	-0.06
996	0.17928	-0.06
999	0.17982	-0.06
1002	0.18036	-0.06
1005	0.1809	-0.06
1008	0.18144	-0.06
1011	0.18198	-0.06
1014	0.18252	-0.06
1017	0.18306	-0.06
1020	0.1836	-0.06
1023	0.18414	-0.06
1026	0.18468	-0.06
1029	0.18522	-0.06
1032	0.18576	-0.06
1035	0.1863	-0.06
1038	0.18684	-0.06
1041	0.18738	-0.06
1044	0.18792	-0.06
1047	0.18846	-0.06
1050	0.189	-0.06
1053	0.18954	-0.06
1056	0.19008	-0.06
1059	0.19062	-0.06
1062	0.19116	-0.06
1065	0.1917	-0.06
1068	0.19224	-0.06
1071	0.19278	-0.06
1074	0.19332	-0.06
1077	0.19386	-0.06
1080	0.1944	-0.06
1083	0.19494	-0.06
1086	0.19548	-0.06
1089	0.19602	-0.06
1092	0.19656	-0.06
1095	0.1971	-0.06
1098	0.19764	-0.06
1101	0.19818	-0.06
1104	0.19872	-0.06
1107	0.19926	-0.06
1110	0.1998	-0.06
1113	0.20034	-0.06
1116	0.20088	-0.06
1119	0.20142	-0.06
1122	0.20196	-0.06
1125	0.2025	-0.06
1128	0.20304	-0.06
1131	0.20358	-0.06
1134	0.20412	-0.06
1137	0.20466	-0.06
1140	0.2052	-0.06
1143	0.20574	-0.06
1146	0.20628	-0.06
1149	0.20682	-0.06
1152	0.20736	-0.06
1155	0.2079	-0.06
1158	0.20844	-0.06
1161	0.20898	-0.06
1164	0.20952	-0.06
1167	0.21006	-0.06
1170	0.2106	-0.06
1173	0.21114	-0.06
1176	0.21168	-0.06
1179	0.21222	-0.06
1182	0.21276	-0.06
1185	0.2133	-0.06
1188	0.21384	-0.06
1191	0.21438	-0.06
1194	0.21492	-0.06
1197	0.21546	-0.06
1200	0.216	-0.06
1203	0.21654	-0.06
1206	0.21708	-0.06
1209	0.21762	-0.06
1212	0.21816	-0.06
1215	0.2187	-0.06
1218	0.21924	-0.06
1221	0.21978	-0.06
1224	0.22032	-0.06
1227	0.22086	-0.06
1230	0.2214	-0.06
1233	0.22194	-0.06
1236	0.22248	-0.06
1239	0.22302	-0.06
1242	0.22356	-0.06
1245	0.2241	-0.06
1248	0.22464	-0.06
1251	0.22518	-0.06
1254	0.22572	-0.06
1257	0.22626	-0.06
1260	0.2268	-0.06
1263	0.22734	-0.06
1266	0.22788	-0.06
1269	0.22842	-0.06
1272	0.22896	-0.06
1275	0.2295	-0.06
1278	0.23004	-0.06
1281	0.23058	-0.06
1284	0.23112	-0.06
1287	0.23166	-0.06
1290	0.2322	-0.06
1293	0.23274	-0.06
1296	0.23328	-0.06
1299	0.23382	-0.06
1302	0.23436	-0.06
1305	0.2349	-0.06
1308	0.23544	-0.06
1311	0.23598	-0.06
1314	0.23652	-0.06
1317	0.23706	-0.06
1320	0.2376	-0.06
1323	0.23814	-0.06
1326	0.23868	-0.06
1329	0.23922	-0.06
1332	0.23976	-0.06
1335	0.2403	-0.06
1338	0.24084	-0.06
1341	0.24138	-0.06
1344	0.24192	-0.06
1347	0.24246	-0.06
1350	0.243	-0.06
1353	0.24354	-0.06
1356	0.24408	-0.06
1359	0.24462	-0.06
1362	0.24516	-0.06
1365	0.2457	-0.06
1368	0.24624	-0.06
1371	0.24678	-0.06
1374	0.24732	-0.06
1377	0.24786	-0.06
1380	0.2484	-0.06
1383	0.24894	-0.06
1386	0.24948	-0.06
1389	0.25002	-0.06
1392	0.25056	-0.06
1395	0.2511	-0.06
1398	0.25164	-0.06
1401	0.25218	-0.06
1404	0.25272	-0.06
1407	0.25326	-0.06
1410	0.2538	-0.06
1413	0.25434	-0.06
1416	0.25488	-0.06
1419	0.25542	-0.06
1422	0.25596	-0.06
1425	0.2565	-0.06
1428	0.25704	-0.06
1431	0.25758	-0.06
1434	0.25812	-0.06
1437	0.25866	-0.06
1440	0.2592	-0.06
1443	0.25974	-0.06
1446	0.26028	-0.06
1449	0.26082	-0.06
1452	0.26136	-0.06
1455	0.2619	-0.06
1458	0.26244	-0.06
1461	0.26298	-0.06
1464	0.26352	-0.06
1467	0.26406	-0.06
1470	0.2646	-0.06
1473	0.26514	-0.06
1476	0.26568	-0.06
1479	0.26622	-0.06
1482	0.26676	-0.06
1485	0.2673	-0.06
1488	0.26784	-0.06
1491	0.26838	-0.06
1494	0.26892	-0.06
1497	0.26946	-0.06
1500	0.27	-0.06
1503	0.27054	-0.06
1506	0.27108	-0.06
1509	0.27162	-0.06
1512	0.27216	-0.06
1515	0.2727	-0.06
1518	0.27324	-0.06
1521	0.27378	-0.06
1524	0.27432	-0.06
1527	0.27486	-0.06
1530	0.2754	-0.06
1533	0.27594	-0.06
1536	0.27648	-0.06
1539	0.27702	-0.06
1542	0.27756	-0.06
1545	0.2781	-0.06
1548	0.27864	-0.06
1551	0.27918	-0.06
1554	0.27972	-0.06
1557	0.28026	-0.06
1560	0.2808	-0.06
1563	0.28134	-0.06
1566	0.28188	-0.06
1569	0.28242	-0.06
1572	0.28296	-0.06
1575	0.2835	-0.06
1578	0.28404	-0.06
1581	0.28458	-0.06
1584	0.28512	-0.06
1587	0.28566	-0.06
1590	0.2862	-0.06
1593	0.28674	-0.06
1596	0.28728	-0.06
1599	0.28782	-0.06
1602	0.28836	-0.06
1605	0.2889	-0.06
1608	0.28944	-0.06
1611	0.28998	-0.06
1614	0.29052	-0.06
1617	0.29106	-0.06
1620	0.2916	-0.06
1623	0.29214	-0.06
1626	0.29268	-0.06
1629	0.29322	-0.06
1632	0.29376	-0.06
1635	0.2943	-0.06
1638	0.29484	-0.06
1641	0.29538	-0.06
1644	0.29592	-0.06
1647	0.29646	-0.06
1650	0.297	-0.06
1653	0.29754	-0.06
1656	0.29808	-0.06
1659	0.29862	-0.06
1662	0.29916	-0.06
1665	0.2997	-0.06
1668	0.30024	-0.06
1671	0.30078	-0.06
1674	0.30132	-0.06
1677	0.30186	-0.06
1680	0.3024	-0.06
1683	0.30294	-0.06
1686	0.30348	-0.06
1689	0.30402	-0.06
1692	0.30456	-0.06
1695	0.3051	-0.06
1698	0.30564	-0.06
1701	0.30618	-0.06
1704	0.30672	-0.06
1707	0.30726	-0.06
1710	0.3078	-0.06
1713	0.30834	-0.06
1716	0.30888	-0.06
1719	0.30942	-0.06
1722	0.30996	-0.06
1725	0.3105	-0.06
1728	0.31104	-0.06
1731	0.31158	-0.06
1734	0.31212	-0.06
1737	0.31266	-0.06
1740	0.3132	-0.06
1743	0.31374	-0.06
1746	0.31428	-0.06
1749	0.31482	-0.06
1752	0.31536	-0.06
1755	0.3159	-0.06
1758	0.31644	-0.06
1761	0.31698	-0.06
1764	0.31752	-0.06
1767	0.31806	-0.06
1770	0.3186	-0.06
1773	0.31914	-0.06
1776	0.31968	-0.06
1779	0.32022	-0.06
1782	0.32076	-0.06
1785	0.3213	-0.06
1788	0.32184	-0.06
1791	0.32238	-0.06
1794	0.32292	-0.06
1797	0.32346	-0.06
1800	0.324	-0.06
1803	0.32454	-0.06
1806	0.32508	-0.06
1809	0.32562	-0.06
1812	0.32616	-0.06
1815	0.3267	-0.06
1818	0.32724	-0.06
1821	0.32778	-0.06
1824	0.32832	-0.06
1827	0.32886	-0.06
1830	0.3294	-0.06
1833	0.32994	-0.06
1836	0.33048	-0.06
1839	0.33102	-0.06
1842	0.33156	-0.06
1845	0.3321	-0.06
1848	0.33264	-0.06
1851	0.33318	-0.06
1854	0.33372	-0.06
1857	0.33426	-0.06
1860	0.3348	-0.06
1863	0.33534	-0.06
1866	0.33588	-0.06
1869	0.33642	-0.06
1872	0.33696	-0.06
1875	0.3375	-0.06
1878	0.33804	-0.06
1881	0.33858	-0.06
1884	0.33912	-0.06
1887	0.33966	-0.06
1890	0.3402	-0.06
1893	0.34074	-0.06
1896	0.34128	-0.06
1899	0.34182	-0.06
1902	0.34236	-0.06
1905	0.3429	-0.06
1908	0.34344	-0.06
1911	0.34398	-0.06
1914	0.34452	-0.06
1917	0.34506	-0.06
1920	0.3456	-0.06
1923	0.34614	-0.06
1926	0.34668	-0.06
1929	0.34722	-0.06
1932	0.34776	-0.06
1935	0.3483	-0.06
1938	0.34884	-0.06
1941	0.34938	-0.06
1944	0.34992	-0.06
1947	0.35046	-0.06
1950	0.351	-0.06
1953	0.35154	-0.06
1956	0.35208	-0.06
1959	0.35262	-0.06
1962	0.35316	-0.06
1965	0.3537	-0.06
1968	0.35424	-0.06
1971	0.35478	-0.06
1974	0.35532	-0.06
1977	0.35586	-0.06
1980	0.3564	-0.06
1983	0.35694	-0.06
1986	0.35748	-0.06
1989	0.35802	-0.06
1992	0.35856	-0.06
1995	0.3591	-0.06
1998	0.35964	-0.06
2001	0.36018	-0.06
2004	0.36072	-0.06
2007	0.36126	-0.06
2010	0.3618	-0.06
2013	0.36234	-0.06
2016	0.36288	-0.06
2019	0.36342	-0.06
2022	0.36396	-0.06
2025	0.3645	-0.06
2028	0.36504	-0.06
2031	0.36558	-0.06
2034	0.36612	-0.06
2037	0.36666	-0.06
2040	0.3672	-0.06
2043	0.36774	-0.06
2046	0.36828	-0.06
2049	0.36882	-0.06
2052	0.36936	-0.06
2055	0.3699	-0.06
2058	0.37044	-0.06
2061	0.37098	-0.06
2064	0.37152	-0.06
2067	0.37206	-0.06
2070	0.3726	-0.06
2073	0.37314	-0.06
2076	0.37368	-0.06
2079	0.37422	-0.06
2082	0.37476	-0.06
2085	0.3753	-0.06
2088	0.37584	-0.06
2091	0.37638	-0.06
2094	0.37692	-0.06
2097	0.37746	-0.06
2100	0.378	-0.06
2103	0.37854	-0.06
2106	0.37908	-0.06
2109	0.37962	-0.06
2112	0.38016	-0.06
2115	0.3807	-0.06
2118	0.38124	-0.06
2121	0.38178	-0.06
2124	0.38232	-0.06
2127	0.38286	-0.06
2130	0.3834	-0.06
2133	0.38394	-0.06
2136	0.38448	-0.06
2139	0.38502	-0.06
2142	0.38556	-0.06
2145	0.3861	-0.06
2148	0.38664	-0.06
2151	0.38718	-0.06
2154	0.38772	-0.06
2157	0.38826	-0.06
2160	0.3888	-0.06
2163	0.38934	-0.06
2166	0.38988	-0.06
2169	0.39042	-0.06
2172	0.39096	-0.06
2175	0.3915	-0.06
2178	0.39204	-0.06
2181	0.39258	-0.06
2184	0.39312	-0.06
2187	0.39366	-0.06
2190	0.3942	-0.06
2193	0.39474	-0.06
2196	0.39528	-0.06
2199	0.39582	-0.06
2202	0.39636	-0.06
2205	0.3969	-0.06
2208	0.39744	-0.06
2211	0.39798	-0.06
2214	0.39852	-0.06
2217	0.39906	-0.06
2220	0.3996	-0.06
2223	0.40014	-0.06
2226	0.40068	-0.06
2229	0.40122	-0.06
2232	0.40176	-0.06
2235	0.4023	-0.06
2238	0.40284	-0.06
2241	0.40338	-0.06
2244	0.40392	-0.06
2247	0.40446	-0.06
2250	0.405	-0.06
2253	0.40554	-0.06
2256	0.40608	-0.06
2259	0.40662	-0.06
2262	0.40716	-0.06
2265	0.4077	-0.06
2268	0.40824	-0.06
2271	0.40878	-0.06
2274	0.40932	-0.06
2277	0.40986	-0.06
2280	0.4104	-0.06
2283	0.41094	-0.06
2286	0.41148	-0.06
2289	0.41202	-0.06
2292	0.41256	-0.06
2295	0.4131	-0.06
2298	0.41364	-0.06
2301	0.41418	-0.06
2304	0.41472	-0.06
2307	0.41526	-0.06
2310	0.4158	-0.06
2313	0.41634	-0.06
2316	0.41688	-0.06
2319	0.41742	-0.06
2322	0.41796	-0.06
2325	0.4185	-0.06
2328	0.41904	-0.06
2331	0.41958	-0.06
2334	0.42012	-0.06
2337	0.42066	-0.06
2340	0.4212	-0.06
2343	0.42174	-0.06
2346	0.42228	-0.06
2349	0.42282	-0.06
2352	0.42336	-0.06
2355	0.4239	-0.06
2358	0.42444	-0.06
2361	0.42498	-0.06
2364	0.42552	-0.06
2367	0.42606	-0.06
2370	0.4266	-0.06
2373	0.42714	-0.06
2376	0.42768	-0.06
2379	0.42822	-0.06
2382	0.42876	-0.06
2385	0.4293	-0.06
2388	0.42984	-0.06
2391	0.43038	-0.06
2394	0.43092	-0.06
2397	0.43146	-0.06
2400	0.432	-0.06
2403	0.43254	-0.06
2406	0.43308	-0.06
2409	0.43362	-0.06
2412	0.43416	-0.06
2415	0.4347	-0.06
2418	0.43524	-0.06
2421	0.43578	-0.06
2424	0.43632	-0.06
2427	0.43686	-0.06
2430	0.4374	-0.06
2433	0.43794	-0.06
2436	0.43848	-0.06
2439	0.43902	-0.06
2442	0.43956	-0.06
2445	0.4401	-0.06
2448	0.44064	-0.06
2451	0.44118	-0.06
2454	0.44172	-0.06
2457	0.44226	-0.06
2460	0.4428	-0.06
2463	0.44334	-0.06
2466	0.44388	-0.06
2469	0.44442	-0.06
2472	0.44496	-0.06
2475	0.4455	-0.06
2478	0.44604	-0.06
2481	0.44658	-0.06
2484	0.44712	-0.06
2487	0.44766	-0.06
2490	0.4482	-0.06
2493	0.44874	-0.06
2496	0.44928	-0.06
2499	0.44982	-0.06
2502	0.45036	-0.06
2505	0.4509	-0.06
2508	0.45144	-0.06
2511	0.45198	-0.06
2514	0.45252	-0.06
2517	0.45306	-0.06
2520	0.4536	-0.06
2523	0.45414	-0.06
2526	0.45468	-0.06
2529	0.45522	-0.06
2532	0.45576	-0.06
2535	0.4563	-0.06
2538	0.45684	-0.06
2541	0.45738	-0.06
2544	0.45792	-0.06
2547	0.45846	-0.06
2550	0.459	-0.06
2553	0.45954	-0.06
2556	0.46008	-0.06
2559	0.46062	-0.06
2562	0.46116	-0.06
2565	0.4617	-0.06
2568	0.46224	-0.06
2571	0.46278	-0.06
2574	0.46332	-0.06
2577	0.46386	-0.06
2580	0.4644	-0.06
2583	0.46494	-0.06
2586	0.46548	-0.06
2589	0.46602	-0.06
2592	0.46656	-0.06
2595	0.4671	-0.06
2598	0.46764	-0.06
2601	0.46818	-0.06
2604	0.46872	-0.06
2607	0.46926	-0.06
2610	0.4698	-0.06
2613	0.47034	-0.06
2616	0.47088	-0.06
2619	0.47142	-0.06
2622	0.47196	-0.06
2625	0.4725	-0.06
2628	0.47304	-0.06
2631	0.47358	-0.06
2634	0.47412	-0.06
2637	0.47466	-0.06
2640	0.4752	-0.06
2643	0.47574	-0.06
2646	0.47628	-0.06
2649	0.47682	-0.06
2652	0.47736	-0.06
2655	0.4779	-0.06
2658	0.47844	-0.06
2661	0.47898	-0.06
2664	0.47952	-0.06
2667	0.48006	-0.06
2670	0.4806	-0.06
2673	0.48114	-0.06
2676	0.48168	-0.06
2679	0.48222	-0.06
2682	0.48276	-0.06
2685	0.4833	-0.06
2688	0.48384	-0.06
2691	0.48438	-0.06
2694	0.48492	-0.06
2697	0.48546	-0.06
2700	0.486	-0.06
2703	0.48654	-0.06
2706	0.48708	-0.06
2709	0.48762	-0.06
2712	0.48816	-0.06
2715	0.4887	-0.06
2718	0.48924	-0.06
2721	0.48978	-0.06
2724	0.49032	-0.06
2727	0.49086	-0.06
2730	0.4914	-0.06
2733	0.49194	-0.06
2736	0.49248	-0.06
2739	0.49302	-0.06
2742	0.49356	-0.06
2745	0.4941	-0.06
2748	0.49464	-0.06
2751	0.49518	-0.06
2754	0.49572	-0.06
2757	0.49626	-0.06
2760	0.4968	-0.06
2763	0.49734	-0.06
2766	0.49788	-0.06
2769	0.49842	-0.06
2772	0.49896	-0.06
2775	0.4995	-0.06
2778	0.50004	-0.06
2781	0.50058	-0.06
2784	0.50112	-0.06
2787	0.50166	-0.06
2790	0.5022	-0.06
2793	0.50274	-0.06
2796	0.50328	-0.06
2799	0.50382	-0.06
2802	0.50436	-0.06
2805	0.5049	-0.06
2808	0.50544	-0.06
2811	0.50598	-0.06
2814	0.50652	-0.06
2817	0.50706	-0.06
2820	0.5076	-0.06
2823	0.50814	-0.06
2826	0.50868	-0.06
2829	0.50922	-0.06
2832	0.50976	-0.06
2835	0.5103	-0.06
2838	0.51084	-0.06
2841	0.51138	-0.06
2844	0.51192	-0.06
2847	0.51246	-0.06
2850	0.513	-0.06
2853	0.51354	-0.06
2856	0.51408	-0.06
2859	0.51462	-0.06
2862	0.51516	-0.06
2865	0.5157	-0.06
2868	0.51624	-0.06
2871	0.51678	-0.06
2874	0.51732	-0.06
2877	0.51786	-0.06
2880	0.5184	-0.06
2883	0.51894	-0.06
2886	0.51948	-0.06
2889	0.52002	-0.06
2892	0.52056	-0.06
2895	0.5211	-0.06
2898	0.52164	-0.06
2901	0.52218	-0.06
2904	0.52272	-0.06
2907	0.52326	-0.06
2910	0.5238	-0.06
2913	0.52434	-0.06
2916	0.52488	-0.06
2919	0.52542	-0.06
2922	0.52596	-0.06
2925	0.5265	-0.06
2928	0.52704	-0.06
2931	0.52758	-0.06
2934	0.52812	-0.06
2937	0.52866	-0.06
2940	0.5292	-0.06
2943	0.52974	-0.06
2946	0.53028	-0.06
2949	0.53082	-0.06
2952	0.53136	-0.06
2955	0.5319	-0.06
2958	0.53244	-0.06
2961	0.53298	-0.06
2964	0.53352	-0.06
2967	0.53406	-0.06
2970	0.5346	-0.06
2973	0.53514	-0.06
2976	0.53568	-0.06
2979	0.53622	-0.06
2982	0.53676	-0.06
2985	0.5373	-0.06
2988	0.53784	-0.06
2991	0.53838	-0.06
2994	0.53892	-0.06
2997	0.53946	-0.06
3000	0.54	-0.06
3003	0.54054	-0.06
3006	0.54108	-0.06
3009	0.54162	-0.06
3012	0.54216	-0.06
3015	0.5427	-0.06
3018	0.54324	-0.06
3021	0.54378	-0.06
3024	0.54432	-0.06
3027	0.54486	-0.06
3030	0.5454	-0.06
3033	0.54594	-0.06
3036	0.54648	-0.06
3039	0.54702	-0.06
3042	0.54756	-0.06
3045	0.5481	-0.06
3048	0.54864	-0.06
3051	0.54918	-0.06
3054	0.54972	-0.06
3057	0.55026	-0.06
3060	0.5508	-0.06
3063	0.55134	-0.06
3066	0.55188	-0.06
3069	0.55242	-0.06
3072	0.55296	-0.06
3075	0.5535	-0.06
3078	0.55404	-0.06
3081	0.55458	-0.06
3084	0.55512	-0.06
3087	0.55566	-0.06
3090	0.5562	-0.06
3093	0.55674	-0.06
3096	0.55728	-0.06
3099	0.55782	-0.06
3102	0.55836	-0.06
3105	0.5589	-0.06
3108	0.55944	-0.06
3111	0.55998	-0.06
3114	0.56052	-0.06
3117	0.56106	-0.06
3120	0.5616	-0.06
3123	0.56214	-0.06
3126	0.56268	-0.06
3129	0.56322	-0.06
3132	0.56376	-0.06
3135	0.5643	-0.06
3138	0.56484	-0.06
3141	0.56538	-0.06
3144	0.56592	-0.06
3147	0.56646	-0.06
3150	0.567	-0.06
3153	0.56754	-0.06
3156	0.56808	-0.06
3159	0.56862	-0.06
3162	0.56916	-0.06
3165	0.5697	-0.06
3168	0.57024	-0.06
3171	0.57078	-0.06
3174	0.57132	-0.06
3177	0.57186	-0.06
3180	0.5724	-0.06
3183	0.57294	-0.06
3186	0.57348	-0.06
3189	0.57402	-0.06
3192	0.57456	-0.06
3195	0.5751	-0.06
3198	0.57564	-0.06
3201	0.57618	-0.06
3204	0.57672	-0.06
3207	0.57726	-0.06
3210	0.5778	-0.06
3213	0.57834	-0.06
3216	0.57888	-0.06
3219	0.57942	-0.06
3222	0.57996	-0.06
3225	0.5805	-0.06
3228	0.58104	-0.06
3231	0.58158	-0.06
3234	0.58212	-0.06
3237	0.58266	-0.06
3240	0.5832	-0.06
3243	0.58374	-0.06
3246	0.58428	-0.06
3249	0.58482	-0.06
3252	0.58536	-0.06
3255	0.5859	-0.06
3258	0.58644	-0.06
3261	0.58698	-0.06
3264	0.58752	-0.06
3267	0.58806	-0.06
3270	0.5886	-0.06
3273	0.58914	-0.06
3276	0.58968	-0.06
3279	0.59022	-0.06
3282	0.59076	-0.06
3285	0.5913	-0.06
3288	0.59184	-0.06
3291	0.59238	-0.06
3294	0.59292	-0.06
3297	0.59346	-0.06
3300	0.594	-0.06
