TimeSlice	Time	neur1	neur10	neur11	neur12	neur13	neur14	neur15	neur16	neur17	neur18	neur19	neur2	neur20	neur21	neur22	neur23	neur24	neur25	neur26	neur27	neur28	neur29	neur3	neur30	neur31	neur32	neur33	neur34	neur35	neur36	neur37	neur38	neur4	neur5	neur6	neur7	neur8	neur9
1332	0.2664	-0.0599826	-0.0599975	-0.0599256	-0.0499749	-0.0599518	-0.0601831	-0.0599998	-0.0521042	-0.0601257	-0.0539852	-0.060247	-0.0514246	-0.0601177	-0.0601081	-0.0549956	-0.060238	-0.0601754	-0.0570924	-0.060199	-0.0601625	-0.0529548	-0.0597983	-0.0518485	-0.06	-0.0599615	-0.059981	-0.0599998	-0.06	-0.06	-0.0547942	-0.0599271	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479382	-0.06
1335	0.267	-0.0599826	-0.0599975	-0.0599278	-0.0499759	-0.0599518	-0.0601839	-0.0599998	-0.0521037	-0.0601274	-0.0539849	-0.0602481	-0.0514237	-0.0601211	-0.0601086	-0.054996	-0.06024	-0.0601761	-0.0570935	-0.0602016	-0.0601637	-0.0529541	-0.059803	-0.0518491	-0.06	-0.0599631	-0.0599816	-0.0599998	-0.06	-0.06	-0.054793	-0.0599293	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479383	-0.06
1338	0.2676	-0.0599826	-0.0599975	-0.0599299	-0.0499768	-0.0599518	-0.0601847	-0.0599998	-0.0521031	-0.060129	-0.0539846	-0.0602491	-0.0514227	-0.0601244	-0.060109	-0.0549963	-0.0602419	-0.0601767	-0.0570945	-0.0602042	-0.0601649	-0.0529534	-0.0598077	-0.0518497	-0.06	-0.0599647	-0.0599822	-0.0599998	-0.06	-0.06	-0.0547918	-0.0599315	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479383	-0.06
1341	0.2682	-0.0599826	-0.0599975	-0.0599321	-0.0499777	-0.0599518	-0.0601855	-0.0599998	-0.0521025	-0.0601306	-0.0539843	-0.0602501	-0.0514217	-0.0601277	-0.0601095	-0.0549966	-0.0602438	-0.0601774	-0.0570955	-0.0602067	-0.060166	-0.0529527	-0.0598123	-0.0518503	-0.06	-0.0599663	-0.0599828	-0.0599998	-0.06	-0.06	-0.0547905	-0.0599337	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479384	-0.06
1344	0.2688	-0.0599826	-0.0599975	-0.0599342	-0.0499786	-0.0599518	-0.0601862	-0.0599998	-0.052102	-0.0601322	-0.053984	-0.0602511	-0.0514208	-0.0601309	-0.0601099	-0.0549968	-0.0602457	-0.060178	-0.0570965	-0.0602091	-0.0601672	-0.0529519	-0.0598169	-0.0518509	-0.06	-0.0599678	-0.0599834	-0.0599998	-0.06	-0.06	-0.0547893	-0.0599358	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479384	-0.06
1347	0.2694	-0.0599826	-0.0599975	-0.0599364	-0.0499795	-0.0599518	-0.060187	-0.0599998	-0.0521014	-0.0601337	-0.0539837	-0.060252	-0.0514198	-0.0601341	-0.0601103	-0.0549971	-0.0602475	-0.0601786	-0.0570975	-0.0602115	-0.0601683	-0.0529512	-0.0598215	-0.0518514	-0.06	-0.0599694	-0.059984	-0.0599998	-0.06	-0.06	-0.054788	-0.059938	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479385	-0.06
1350	0.27	-0.0599826	-0.0599975	-0.0599385	-0.0499804	-0.0599518	-0.0601877	-0.0599998	-0.0521008	-0.0601352	-0.0539833	-0.0602529	-0.0514187	-0.0601373	-0.0601107	-0.0549973	-0.0602493	-0.0601791	-0.0570984	-0.0602139	-0.0601694	-0.0529504	-0.059826	-0.051852	-0.06	-0.059971	-0.0599846	-0.0599998	-0.06	-0.06	-0.0547867	-0.0599402	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479385	-0.06
1353	0.2706	-0.0599826	-0.0599975	-0.0599407	-0.0499813	-0.0599518	-0.0601883	-0.0599998	-0.0521002	-0.0601367	-0.053983	-0.0602538	-0.0514177	-0.0601403	-0.0601111	-0.0549975	-0.060251	-0.0601797	-0.0570993	-0.0602162	-0.0601704	-0.0529497	-0.0598305	-0.0518526	-0.06	-0.0599726	-0.0599851	-0.0599998	-0.06	-0.06	-0.0547854	-0.0599424	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479386	-0.06
1356	0.2712	-0.0599826	-0.0599975	-0.0599428	-0.0499822	-0.0599518	-0.060189	-0.0599998	-0.0520996	-0.0601381	-0.0539826	-0.0602546	-0.0514166	-0.0601434	-0.0601114	-0.0549976	-0.0602527	-0.0601802	-0.0571002	-0.0602184	-0.0601714	-0.0529489	-0.0598349	-0.0518531	-0.06	-0.0599741	-0.0599857	-0.0599998	-0.06	-0.06	-0.0547842	-0.0599446	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479387	-0.06
1359	0.2718	-0.0599826	-0.0599975	-0.059945	-0.0499831	-0.0599518	-0.0601896	-0.0599998	-0.052099	-0.0601396	-0.0539822	-0.0602554	-0.0514156	-0.0601464	-0.0601118	-0.0549978	-0.0602544	-0.0601808	-0.057101	-0.0602206	-0.0601724	-0.0529482	-0.0598393	-0.0518536	-0.06	-0.0599757	-0.0599863	-0.0599998	-0.06	-0.06	-0.0547829	-0.0599467	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479387	-0.06
1362	0.2724	-0.0599826	-0.0599975	-0.0599471	-0.049984	-0.0599518	-0.0601902	-0.0599998	-0.0520983	-0.0601409	-0.0539818	-0.0602562	-0.0514145	-0.0601493	-0.0601121	-0.0549979	-0.060256	-0.0601813	-0.0571018	-0.0602228	-0.0601734	-0.0529474	-0.0598436	-0.0518542	-0.06	-0.0599772	-0.0599869	-0.0599998	-0.06	-0.06	-0.0547816	-0.0599489	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479388	-0.06
1365	0.273	-0.0599826	-0.0599975	-0.0599493	-0.0499848	-0.0599518	-0.0601908	-0.0599998	-0.0520977	-0.0601423	-0.0539813	-0.0602569	-0.0514134	-0.0601522	-0.0601124	-0.054998	-0.0602576	-0.0601817	-0.0571026	-0.0602249	-0.0601743	-0.0529466	-0.059848	-0.0518547	-0.06	-0.0599788	-0.0599875	-0.0599998	-0.06	-0.06	-0.0547802	-0.0599511	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479389	-0.06
1368	0.2736	-0.0599826	-0.0599975	-0.0599514	-0.0499857	-0.0599518	-0.0601913	-0.0599998	-0.0520971	-0.0601436	-0.0539809	-0.0602576	-0.0514122	-0.060155	-0.0601127	-0.0549981	-0.0602592	-0.0601822	-0.0571034	-0.060227	-0.0601752	-0.0529458	-0.0598522	-0.0518552	-0.06	-0.0599804	-0.0599881	-0.0599998	-0.06	-0.06	-0.0547789	-0.0599532	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479389	-0.06
1371	0.2742	-0.0599826	-0.0599975	-0.0599535	-0.0499866	-0.0599518	-0.0601919	-0.0599998	-0.0520965	-0.0601449	-0.0539804	-0.0602583	-0.0514111	-0.0601578	-0.0601129	-0.0549982	-0.0602607	-0.0601826	-0.0571041	-0.060229	-0.0601761	-0.0529451	-0.0598564	-0.0518557	-0.06	-0.0599819	-0.0599887	-0.0599998	-0.06	-0.06	-0.0547776	-0.0599554	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.047939	-0.06
1374	0.2748	-0.0599826	-0.0599975	-0.0599556	-0.0499875	-0.0599519	-0.0601924	-0.0599998	-0.0520958	-0.0601461	-0.0539799	-0.0602589	-0.0514099	-0.0601605	-0.0601132	-0.0549982	-0.0602622	-0.0601831	-0.0571048	-0.0602309	-0.0601769	-0.0529443	-0.0598606	-0.0518562	-0.06	-0.0599835	-0.0599893	-0.0599998	-0.06	-0.06	-0.0547763	-0.0599575	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479391	-0.06
1377	0.2754	-0.0599826	-0.0599975	-0.0599578	-0.0499883	-0.0599519	-0.0601928	-0.0599998	-0.0520952	-0.0601474	-0.0539795	-0.0602595	-0.0514088	-0.0601632	-0.0601134	-0.0549982	-0.0602636	-0.0601835	-0.0571055	-0.0602329	-0.0601777	-0.0529435	-0.0598648	-0.0518566	-0.06	-0.059985	-0.0599899	-0.0599998	-0.06	-0.06	-0.0547749	-0.0599597	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479392	-0.06
1380	0.276	-0.0599826	-0.0599975	-0.0599599	-0.0499892	-0.0599519	-0.0601933	-0.0599998	-0.0520945	-0.0601485	-0.0539789	-0.0602601	-0.0514076	-0.0601659	-0.0601136	-0.0549982	-0.060265	-0.0601839	-0.0571061	-0.0602347	-0.0601785	-0.0529427	-0.0598689	-0.0518571	-0.06	-0.0599866	-0.0599905	-0.0599998	-0.06	-0.06	-0.0547736	-0.0599618	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479393	-0.06
1383	0.2766	-0.0599826	-0.0599975	-0.059962	-0.04999	-0.0599519	-0.0601937	-0.0599998	-0.0520939	-0.0601497	-0.0539784	-0.0602607	-0.0514064	-0.0601684	-0.0601138	-0.0549982	-0.0602664	-0.0601842	-0.0571068	-0.0602366	-0.0601792	-0.0529419	-0.059873	-0.0518576	-0.06	-0.0599881	-0.059991	-0.0599998	-0.06	-0.06	-0.0547722	-0.059964	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479394	-0.06
1386	0.2772	-0.0599826	-0.0599975	-0.0599641	-0.0499909	-0.0599519	-0.0601941	-0.0599998	-0.0520932	-0.0601508	-0.0539779	-0.0602612	-0.0514052	-0.060171	-0.060114	-0.0549982	-0.0602677	-0.0601846	-0.0571074	-0.0602383	-0.06018	-0.0529411	-0.059877	-0.051858	-0.06	-0.0599896	-0.0599916	-0.0599998	-0.06	-0.06	-0.0547709	-0.0599661	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479394	-0.06
1389	0.2778	-0.0599826	-0.0599975	-0.0599662	-0.0499917	-0.0599519	-0.0601945	-0.0599998	-0.0520925	-0.0601519	-0.0539773	-0.0602617	-0.051404	-0.0601735	-0.0601141	-0.0549981	-0.060269	-0.0601849	-0.057108	-0.0602401	-0.0601807	-0.0529402	-0.059881	-0.0518585	-0.06	-0.0599912	-0.0599922	-0.0599998	-0.06	-0.06	-0.0547695	-0.0599682	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479395	-0.06
1392	0.2784	-0.0599826	-0.0599975	-0.0599683	-0.0499926	-0.0599519	-0.0601948	-0.0599998	-0.0520919	-0.060153	-0.0539767	-0.0602621	-0.0514027	-0.0601759	-0.0601143	-0.0549981	-0.0602703	-0.0601852	-0.0571085	-0.0602418	-0.0601813	-0.0529394	-0.0598849	-0.0518589	-0.06	-0.0599927	-0.0599928	-0.0599998	-0.06	-0.06	-0.0547681	-0.0599704	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479396	-0.06
1395	0.279	-0.0599826	-0.0599975	-0.0599704	-0.0499934	-0.0599519	-0.0601952	-0.0599998	-0.0520912	-0.0601541	-0.0539762	-0.0602625	-0.0514015	-0.0601783	-0.0601144	-0.054998	-0.0602715	-0.0601855	-0.057109	-0.0602434	-0.060182	-0.0529386	-0.0598888	-0.0518594	-0.06	-0.0599942	-0.0599934	-0.0599998	-0.06	-0.06	-0.0547668	-0.0599725	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479397	-0.06
1398	0.2796	-0.0599826	-0.0599975	-0.0599725	-0.0499942	-0.0599519	-0.0601955	-0.0599998	-0.0520905	-0.0601551	-0.0539756	-0.0602629	-0.0514002	-0.0601807	-0.0601145	-0.0549978	-0.0602727	-0.0601858	-0.0571095	-0.060245	-0.0601826	-0.0529378	-0.0598927	-0.0518598	-0.06	-0.0599958	-0.0599939	-0.0599998	-0.06	-0.06	-0.0547654	-0.0599746	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479398	-0.06
1401	0.2802	-0.0599826	-0.0599975	-0.0599746	-0.0499951	-0.0599519	-0.0601958	-0.0599998	-0.0520898	-0.0601561	-0.0539749	-0.0602633	-0.0513989	-0.060183	-0.0601146	-0.0549977	-0.0602739	-0.0601861	-0.05711	-0.0602466	-0.0601832	-0.0529369	-0.0598965	-0.0518602	-0.06	-0.0599973	-0.0599945	-0.0599998	-0.06	-0.06	-0.054764	-0.0599767	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479399	-0.06
1404	0.2808	-0.0599826	-0.0599975	-0.0599767	-0.0499959	-0.0599519	-0.060196	-0.0599998	-0.0520891	-0.060157	-0.0539743	-0.0602636	-0.0513976	-0.0601853	-0.0601147	-0.0549975	-0.060275	-0.0601863	-0.0571105	-0.0602481	-0.0601838	-0.0529361	-0.0599003	-0.0518606	-0.06	-0.0599988	-0.0599951	-0.0599998	-0.06	-0.06	-0.0547626	-0.0599788	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.04794	-0.06
1407	0.2814	-0.0599826	-0.0599975	-0.0599788	-0.0499967	-0.0599519	-0.0601963	-0.0599998	-0.0520884	-0.060158	-0.0539737	-0.0602639	-0.0513963	-0.0601875	-0.0601147	-0.0549974	-0.0602761	-0.0601866	-0.0571109	-0.0602496	-0.0601843	-0.0529353	-0.0599041	-0.051861	-0.06	-0.0600003	-0.0599957	-0.0599998	-0.06	-0.06	-0.0547612	-0.0599809	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479401	-0.06
1410	0.282	-0.0599826	-0.0599975	-0.0599808	-0.0499975	-0.0599519	-0.0601965	-0.0599998	-0.0520877	-0.0601589	-0.053973	-0.0602642	-0.051395	-0.0601896	-0.0601148	-0.0549972	-0.0602771	-0.0601868	-0.0571113	-0.060251	-0.0601848	-0.0529344	-0.0599078	-0.0518614	-0.06	-0.0600018	-0.0599962	-0.0599998	-0.06	-0.06	-0.0547598	-0.059983	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479402	-0.06
1413	0.2826	-0.0599826	-0.0599975	-0.0599829	-0.0499983	-0.0599519	-0.0601967	-0.0599998	-0.052087	-0.0601597	-0.0539723	-0.0602645	-0.0513937	-0.0601918	-0.0601148	-0.054997	-0.0602781	-0.060187	-0.0571117	-0.0602524	-0.0601853	-0.0529336	-0.0599115	-0.0518618	-0.06	-0.0600033	-0.0599968	-0.0599998	-0.06	-0.06	-0.0547584	-0.0599851	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479404	-0.06
1416	0.2832	-0.0599826	-0.0599975	-0.059985	-0.0499992	-0.0599519	-0.0601969	-0.0599998	-0.0520863	-0.0601606	-0.0539716	-0.0602647	-0.0513923	-0.0601938	-0.0601148	-0.0549967	-0.0602791	-0.0601872	-0.057112	-0.0602537	-0.0601857	-0.0529327	-0.0599151	-0.0518622	-0.06	-0.0600048	-0.0599974	-0.0599998	-0.06	-0.06	-0.054757	-0.0599872	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479405	-0.06
1419	0.2838	-0.0599826	-0.0599975	-0.059987	-0.05	-0.0599519	-0.060197	-0.0599998	-0.0520856	-0.0601614	-0.0539709	-0.0602649	-0.051391	-0.0601959	-0.0601148	-0.0549965	-0.06028	-0.0601873	-0.0571124	-0.060255	-0.0601862	-0.0529319	-0.0599187	-0.0518625	-0.06	-0.0600063	-0.059998	-0.0599998	-0.06	-0.06	-0.0547556	-0.0599893	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479406	-0.06
1422	0.2844	-0.0599826	-0.0599975	-0.0599891	-0.0500007	-0.0599519	-0.0601971	-0.0599998	-0.0520849	-0.0601622	-0.0539702	-0.060265	-0.0513896	-0.0601979	-0.0601148	-0.0549962	-0.0602809	-0.0601875	-0.0571127	-0.0602563	-0.0601866	-0.052931	-0.0599223	-0.0518629	-0.06	-0.0600078	-0.0599985	-0.0599998	-0.06	-0.06	-0.0547542	-0.0599914	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479407	-0.06
1425	0.285	-0.0599827	-0.0599975	-0.0599911	-0.0500015	-0.0599519	-0.0601973	-0.0599998	-0.0520842	-0.0601629	-0.0539695	-0.0602652	-0.0513882	-0.0601998	-0.0601147	-0.0549959	-0.0602818	-0.0601876	-0.057113	-0.0602575	-0.060187	-0.0529302	-0.0599258	-0.0518632	-0.06	-0.0600093	-0.0599991	-0.0599998	-0.06	-0.06	-0.0547528	-0.0599934	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479408	-0.06
1428	0.2856	-0.0599827	-0.0599975	-0.0599932	-0.0500023	-0.0599519	-0.0601973	-0.0599998	-0.0520834	-0.0601637	-0.0539688	-0.0602653	-0.0513868	-0.0602017	-0.0601147	-0.0549956	-0.0602826	-0.0601877	-0.0571132	-0.0602587	-0.0601873	-0.0529293	-0.0599293	-0.0518636	-0.06	-0.0600108	-0.0599997	-0.0599998	-0.06	-0.06	-0.0547514	-0.0599955	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479409	-0.06
1431	0.2862	-0.0599827	-0.0599975	-0.0599952	-0.0500031	-0.0599519	-0.0601974	-0.0599998	-0.0520827	-0.0601644	-0.053968	-0.0602654	-0.0513854	-0.0602036	-0.0601146	-0.0549953	-0.0602835	-0.0601878	-0.0571135	-0.0602598	-0.0601876	-0.0529284	-0.0599328	-0.0518639	-0.06	-0.0600122	-0.0600002	-0.0599998	-0.06	-0.06	-0.0547499	-0.0599976	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479411	-0.06
1434	0.2868	-0.0599827	-0.0599975	-0.0599972	-0.0500039	-0.0599519	-0.0601975	-0.0599998	-0.052082	-0.0601651	-0.0539672	-0.0602654	-0.051384	-0.0602054	-0.0601145	-0.054995	-0.0602842	-0.0601879	-0.0571137	-0.0602609	-0.060188	-0.0529276	-0.0599362	-0.0518643	-0.06	-0.0600137	-0.0600008	-0.0599998	-0.06	-0.06	-0.0547485	-0.0599996	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479412	-0.06
1437	0.2874	-0.0599827	-0.0599975	-0.0599992	-0.0500047	-0.0599519	-0.0601975	-0.0599998	-0.0520813	-0.0601657	-0.0539665	-0.0602654	-0.0513826	-0.0602072	-0.0601144	-0.0549946	-0.060285	-0.060188	-0.0571139	-0.060262	-0.0601882	-0.0529267	-0.0599395	-0.0518646	-0.06	-0.0600152	-0.0600013	-0.0599998	-0.06	-0.06	-0.0547471	-0.0600016	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479413	-0.06
1440	0.288	-0.0599827	-0.0599975	-0.0600013	-0.0500054	-0.0599519	-0.0601975	-0.0599998	-0.0520805	-0.0601664	-0.0539657	-0.0602654	-0.0513811	-0.0602089	-0.0601143	-0.0549943	-0.0602857	-0.060188	-0.057114	-0.060263	-0.0601885	-0.0529258	-0.0599429	-0.0518649	-0.06	-0.0600166	-0.0600019	-0.0599998	-0.06	-0.06	-0.0547456	-0.0600037	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479414	-0.06
1443	0.2886	-0.0599827	-0.0599975	-0.0600033	-0.0500062	-0.0599519	-0.0601975	-0.0599998	-0.0520798	-0.060167	-0.0539649	-0.0602654	-0.0513797	-0.0602106	-0.0601142	-0.0549939	-0.0602864	-0.060188	-0.0571142	-0.060264	-0.0601887	-0.052925	-0.0599462	-0.0518652	-0.06	-0.0600181	-0.0600025	-0.0599998	-0.06	-0.06	-0.0547442	-0.0600057	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479416	-0.06
1446	0.2892	-0.0599827	-0.0599975	-0.0600053	-0.050007	-0.0599519	-0.0601974	-0.0599998	-0.052079	-0.0601676	-0.053964	-0.0602653	-0.0513782	-0.0602122	-0.060114	-0.0549935	-0.060287	-0.060188	-0.0571143	-0.0602649	-0.0601889	-0.0529241	-0.0599495	-0.0518655	-0.06	-0.0600195	-0.060003	-0.0599998	-0.06	-0.06	-0.0547428	-0.0600077	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479417	-0.06
1449	0.2898	-0.0599827	-0.0599975	-0.0600073	-0.0500077	-0.0599519	-0.0601974	-0.0599998	-0.0520783	-0.0601681	-0.0539632	-0.0602652	-0.0513767	-0.0602138	-0.0601139	-0.054993	-0.0602876	-0.060188	-0.0571144	-0.0602658	-0.0601891	-0.0529232	-0.0599527	-0.0518658	-0.06	-0.060021	-0.0600036	-0.0599998	-0.06	-0.06	-0.0547413	-0.0600098	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479418	-0.06
1452	0.2904	-0.0599827	-0.0599975	-0.0600093	-0.0500085	-0.0599519	-0.0601973	-0.0599998	-0.0520776	-0.0601686	-0.0539624	-0.0602651	-0.0513753	-0.0602154	-0.0601137	-0.0549926	-0.0602882	-0.060188	-0.0571145	-0.0602666	-0.0601893	-0.0529223	-0.0599559	-0.0518661	-0.06	-0.0600224	-0.0600041	-0.0599998	-0.06	-0.06	-0.0547399	-0.0600118	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.047942	-0.06
1455	0.291	-0.0599827	-0.0599975	-0.0600112	-0.0500092	-0.0599519	-0.0601972	-0.0599998	-0.0520768	-0.0601691	-0.0539615	-0.060265	-0.0513738	-0.0602169	-0.0601135	-0.0549922	-0.0602887	-0.060188	-0.0571145	-0.0602675	-0.0601894	-0.0529214	-0.0599591	-0.0518663	-0.06	-0.0600239	-0.0600047	-0.0599998	-0.06	-0.06	-0.0547384	-0.0600138	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479421	-0.06
1458	0.2916	-0.0599827	-0.0599975	-0.0600132	-0.05001	-0.0599519	-0.0601971	-0.0599998	-0.052076	-0.0601696	-0.0539606	-0.0602648	-0.0513723	-0.0602183	-0.0601133	-0.0549917	-0.0602892	-0.0601879	-0.0571146	-0.0602682	-0.0601895	-0.0529206	-0.0599622	-0.0518666	-0.06	-0.0600253	-0.0600052	-0.0599998	-0.06	-0.06	-0.054737	-0.0600158	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479422	-0.06
1461	0.2922	-0.0599827	-0.0599975	-0.0600152	-0.0500107	-0.0599519	-0.060197	-0.0599998	-0.0520753	-0.0601701	-0.0539598	-0.0602646	-0.0513708	-0.0602198	-0.0601131	-0.0549912	-0.0602897	-0.0601879	-0.0571146	-0.060269	-0.0601896	-0.0529197	-0.0599653	-0.0518669	-0.06	-0.0600267	-0.0600058	-0.0599998	-0.06	-0.06	-0.0547356	-0.0600177	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479424	-0.06
1464	0.2928	-0.0599827	-0.0599975	-0.0600171	-0.0500115	-0.0599519	-0.0601968	-0.0599998	-0.0520745	-0.0601705	-0.0539589	-0.0602644	-0.0513693	-0.0602212	-0.0601128	-0.0549907	-0.0602902	-0.0601878	-0.0571146	-0.0602697	-0.0601897	-0.0529188	-0.0599683	-0.0518671	-0.06	-0.0600281	-0.0600063	-0.0599998	-0.06	-0.06	-0.0547341	-0.0600197	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479425	-0.06
1467	0.2934	-0.0599827	-0.0599975	-0.0600191	-0.0500122	-0.0599519	-0.0601967	-0.0599998	-0.0520738	-0.0601709	-0.053958	-0.0602642	-0.0513677	-0.0602225	-0.0601126	-0.0549902	-0.0602906	-0.0601877	-0.0571146	-0.0602704	-0.0601898	-0.0529179	-0.0599713	-0.0518674	-0.06	-0.0600296	-0.0600068	-0.0599998	-0.06	-0.06	-0.0547327	-0.0600217	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479426	-0.06
1470	0.294	-0.0599827	-0.0599975	-0.060021	-0.0500129	-0.059952	-0.0601965	-0.0599998	-0.052073	-0.0601713	-0.0539571	-0.0602639	-0.0513662	-0.0602238	-0.0601123	-0.0549897	-0.060291	-0.0601876	-0.0571145	-0.060271	-0.0601898	-0.052917	-0.0599743	-0.0518676	-0.06	-0.060031	-0.0600074	-0.0599998	-0.06	-0.06	-0.0547312	-0.0600237	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479428	-0.06
1473	0.2946	-0.0599827	-0.0599975	-0.060023	-0.0500136	-0.059952	-0.0601963	-0.0599998	-0.0520722	-0.0601717	-0.0539561	-0.0602636	-0.0513647	-0.0602251	-0.060112	-0.0549891	-0.0602913	-0.0601875	-0.0571144	-0.0602716	-0.0601898	-0.0529161	-0.0599773	-0.0518678	-0.06	-0.0600324	-0.0600079	-0.0599998	-0.06	-0.06	-0.0547297	-0.0600256	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479429	-0.06
1476	0.2952	-0.0599827	-0.0599975	-0.0600249	-0.0500144	-0.059952	-0.0601961	-0.0599998	-0.0520715	-0.060172	-0.0539552	-0.0602633	-0.0513631	-0.0602263	-0.0601117	-0.0549886	-0.0602917	-0.0601873	-0.0571144	-0.0602721	-0.0601898	-0.0529152	-0.0599802	-0.0518681	-0.06	-0.0600338	-0.0600085	-0.0599998	-0.06	-0.06	-0.0547283	-0.0600276	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479431	-0.06
1479	0.2958	-0.0599827	-0.0599975	-0.0600268	-0.0500151	-0.059952	-0.0601958	-0.0599998	-0.0520707	-0.0601723	-0.0539542	-0.060263	-0.0513615	-0.0602275	-0.0601114	-0.054988	-0.060292	-0.0601872	-0.0571143	-0.0602726	-0.0601897	-0.0529143	-0.0599831	-0.0518683	-0.06	-0.0600352	-0.060009	-0.0599998	-0.06	-0.06	-0.0547268	-0.0600295	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479432	-0.06
1482	0.2964	-0.0599827	-0.0599975	-0.0600287	-0.0500158	-0.059952	-0.0601956	-0.0599998	-0.0520699	-0.0601726	-0.0539533	-0.0602626	-0.05136	-0.0602286	-0.0601111	-0.0549874	-0.0602922	-0.060187	-0.0571141	-0.0602731	-0.0601897	-0.0529134	-0.0599859	-0.0518685	-0.06	-0.0600365	-0.0600095	-0.0599998	-0.06	-0.06	-0.0547254	-0.0600315	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479434	-0.06
1485	0.297	-0.0599827	-0.0599975	-0.0600306	-0.0500165	-0.059952	-0.0601953	-0.0599998	-0.0520692	-0.0601729	-0.0539523	-0.0602622	-0.0513584	-0.0602298	-0.0601108	-0.0549868	-0.0602925	-0.0601868	-0.057114	-0.0602736	-0.0601896	-0.0529125	-0.0599887	-0.0518687	-0.06	-0.0600379	-0.06001	-0.0599998	-0.06	-0.06	-0.0547239	-0.0600334	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479435	-0.06
