TimeSlice	Time	neur1	neur10	neur11	neur12	neur13	neur14	neur15	neur16	neur17	neur18	neur19	neur2	neur20	neur21	neur22	neur23	neur24	neur25	neur26	neur27	neur28	neur29	neur3	neur30	neur31	neur32	neur33	neur34	neur35	neur36	neur37	neur38	neur4	neur5	neur6	neur7	neur8	neur9
1488	0.2976	-0.0599827	-0.0599975	-0.0600325	-0.0500172	-0.059952	-0.060195	-0.0599998	-0.0520684	-0.0601731	-0.0539513	-0.0602618	-0.0513568	-0.0602308	-0.0601105	-0.0549862	-0.0602927	-0.0601866	-0.0571138	-0.060274	-0.0601895	-0.0529116	-0.0599915	-0.0518689	-0.06	-0.0600393	-0.0600106	-0.0599998	-0.06	-0.06	-0.0547225	-0.0600353	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479437	-0.06
1491	0.2982	-0.0599827	-0.0599975	-0.0600344	-0.0500179	-0.059952	-0.0601947	-0.0599998	-0.0520676	-0.0601733	-0.0539503	-0.0602613	-0.0513552	-0.0602319	-0.0601101	-0.0549855	-0.0602929	-0.0601864	-0.0571136	-0.0602744	-0.0601894	-0.0529107	-0.0599942	-0.0518691	-0.06	-0.0600407	-0.0600111	-0.0599998	-0.06	-0.06	-0.054721	-0.0600372	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479438	-0.06
1494	0.2988	-0.0599827	-0.0599975	-0.0600363	-0.0500186	-0.059952	-0.0601944	-0.0599998	-0.0520669	-0.0601735	-0.0539493	-0.0602609	-0.0513536	-0.0602329	-0.0601097	-0.0549849	-0.060293	-0.0601862	-0.0571134	-0.0602747	-0.0601893	-0.0529098	-0.0599969	-0.0518693	-0.06	-0.060042	-0.0600116	-0.0599998	-0.06	-0.06	-0.0547196	-0.0600391	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.047944	-0.06
1497	0.2994	-0.0599827	-0.0599975	-0.0600382	-0.0500193	-0.059952	-0.060194	-0.0599998	-0.0520661	-0.0601737	-0.0539483	-0.0602604	-0.051352	-0.0602338	-0.0601093	-0.0549842	-0.0602931	-0.0601859	-0.0571132	-0.060275	-0.0601891	-0.0529089	-0.0599996	-0.0518694	-0.06	-0.0600434	-0.0600121	-0.0599998	-0.06	-0.06	-0.0547181	-0.060041	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479441	-0.06
1500	0.3	-0.0599827	-0.0599975	-0.06004	-0.0500199	-0.059952	-0.0601937	-0.0599998	-0.0520653	-0.0601738	-0.0539473	-0.0602599	-0.0513504	-0.0602347	-0.060109	-0.0549836	-0.0602932	-0.0601857	-0.0571129	-0.0602753	-0.0601889	-0.052908	-0.0600023	-0.0518696	-0.06	-0.0600447	-0.0600127	-0.0599998	-0.06	-0.06	-0.0547166	-0.0600429	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479443	-0.06
1503	0.3006	-0.0599827	-0.0599975	-0.0600419	-0.0500206	-0.059952	-0.0601933	-0.0599998	-0.0520645	-0.060174	-0.0539463	-0.0602594	-0.0513488	-0.0602356	-0.0601085	-0.0549829	-0.0602933	-0.0601854	-0.0571127	-0.0602755	-0.0601887	-0.0529071	-0.0600049	-0.0518698	-0.06	-0.0600461	-0.0600132	-0.0599998	-0.06	-0.06	-0.0547152	-0.0600447	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479445	-0.06
1506	0.3012	-0.0599827	-0.0599975	-0.0600437	-0.0500213	-0.059952	-0.0601929	-0.0599998	-0.0520637	-0.0601741	-0.0539452	-0.0602588	-0.0513472	-0.0602365	-0.0601081	-0.0549822	-0.0602933	-0.0601851	-0.0571124	-0.0602757	-0.0601885	-0.0529062	-0.0600074	-0.0518699	-0.06	-0.0600474	-0.0600137	-0.0599998	-0.06	-0.06	-0.0547137	-0.0600466	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479446	-0.06
1509	0.3018	-0.0599827	-0.0599975	-0.0600456	-0.050022	-0.059952	-0.0601925	-0.0599998	-0.052063	-0.0601742	-0.0539442	-0.0602582	-0.0513455	-0.0602373	-0.0601077	-0.0549815	-0.0602933	-0.0601848	-0.0571121	-0.0602759	-0.0601882	-0.0529053	-0.06001	-0.0518701	-0.06	-0.0600487	-0.0600142	-0.0599998	-0.06	-0.06	-0.0547123	-0.0600485	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479448	-0.06
1512	0.3024	-0.0599827	-0.0599975	-0.0600474	-0.0500226	-0.059952	-0.060192	-0.0599998	-0.0520622	-0.0601742	-0.0539431	-0.0602576	-0.0513439	-0.060238	-0.0601072	-0.0549808	-0.0602933	-0.0601845	-0.0571118	-0.060276	-0.060188	-0.0529044	-0.0600125	-0.0518702	-0.06	-0.06005	-0.0600147	-0.0599998	-0.06	-0.06	-0.0547108	-0.0600503	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479449	-0.06
1515	0.303	-0.0599827	-0.0599975	-0.0600492	-0.0500233	-0.059952	-0.0601916	-0.0599998	-0.0520614	-0.0601743	-0.0539421	-0.060257	-0.0513423	-0.0602388	-0.0601068	-0.05498	-0.0602932	-0.0601842	-0.0571114	-0.0602761	-0.0601877	-0.0529035	-0.060015	-0.0518703	-0.06	-0.0600514	-0.0600152	-0.0599998	-0.06	-0.06	-0.0547094	-0.0600521	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479451	-0.06
1518	0.3036	-0.0599827	-0.0599975	-0.060051	-0.0500239	-0.059952	-0.0601912	-0.0599998	-0.0520606	-0.0601743	-0.053941	-0.0602563	-0.0513406	-0.0602395	-0.0601063	-0.0549793	-0.0602932	-0.0601838	-0.0571111	-0.0602762	-0.0601874	-0.0529026	-0.0600174	-0.0518705	-0.06	-0.0600527	-0.0600157	-0.0599998	-0.06	-0.06	-0.0547079	-0.060054	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479453	-0.06
1521	0.3042	-0.0599827	-0.0599975	-0.0600528	-0.0500246	-0.059952	-0.0601907	-0.0599998	-0.0520598	-0.0601743	-0.0539399	-0.0602557	-0.0513389	-0.0602401	-0.0601058	-0.0549785	-0.0602931	-0.0601835	-0.0571107	-0.0602763	-0.0601871	-0.0529017	-0.0600198	-0.0518706	-0.06	-0.060054	-0.0600162	-0.0599998	-0.06	-0.06	-0.0547065	-0.0600558	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479454	-0.06
1524	0.3048	-0.0599827	-0.0599975	-0.0600546	-0.0500252	-0.059952	-0.0601902	-0.0599998	-0.052059	-0.0601743	-0.0539388	-0.060255	-0.0513373	-0.0602407	-0.0601053	-0.0549778	-0.0602929	-0.0601831	-0.0571103	-0.0602763	-0.0601868	-0.0529008	-0.0600222	-0.0518707	-0.06	-0.0600553	-0.0600167	-0.0599998	-0.06	-0.06	-0.054705	-0.0600576	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479456	-0.06
1527	0.3054	-0.0599827	-0.0599975	-0.0600564	-0.0500259	-0.059952	-0.0601897	-0.0599998	-0.0520582	-0.0601743	-0.0539377	-0.0602543	-0.0513356	-0.0602413	-0.0601048	-0.054977	-0.0602928	-0.0601827	-0.0571099	-0.0602762	-0.0601864	-0.0528999	-0.0600245	-0.0518708	-0.06	-0.0600565	-0.0600172	-0.0599998	-0.06	-0.06	-0.0547036	-0.0600594	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479458	-0.06
1530	0.306	-0.0599827	-0.0599975	-0.0600582	-0.0500265	-0.059952	-0.0601892	-0.0599998	-0.0520575	-0.0601742	-0.0539366	-0.0602535	-0.051334	-0.0602419	-0.0601043	-0.0549762	-0.0602926	-0.0601824	-0.0571095	-0.0602762	-0.060186	-0.052899	-0.0600269	-0.0518709	-0.06	-0.0600578	-0.0600177	-0.0599998	-0.06	-0.06	-0.0547021	-0.0600612	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479459	-0.06
1533	0.3066	-0.0599827	-0.0599975	-0.0600599	-0.0500271	-0.059952	-0.0601887	-0.0599998	-0.0520567	-0.0601741	-0.0539354	-0.0602528	-0.0513323	-0.0602424	-0.0601038	-0.0549754	-0.0602924	-0.0601819	-0.057109	-0.0602761	-0.0601856	-0.0528981	-0.0600291	-0.051871	-0.06	-0.0600591	-0.0600182	-0.0599998	-0.06	-0.06	-0.0547007	-0.060063	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479461	-0.06
1536	0.3072	-0.0599827	-0.0599975	-0.0600617	-0.0500278	-0.059952	-0.0601881	-0.0599998	-0.0520559	-0.0601741	-0.0539343	-0.060252	-0.0513306	-0.0602429	-0.0601033	-0.0549746	-0.0602921	-0.0601815	-0.0571086	-0.060276	-0.0601852	-0.0528972	-0.0600314	-0.0518711	-0.06	-0.0600603	-0.0600187	-0.0599998	-0.06	-0.06	-0.0546993	-0.0600647	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479463	-0.06
1539	0.3078	-0.0599827	-0.0599975	-0.0600634	-0.0500284	-0.059952	-0.0601875	-0.0599998	-0.0520551	-0.0601739	-0.0539332	-0.0602512	-0.0513289	-0.0602433	-0.0601027	-0.0549737	-0.0602919	-0.0601811	-0.0571081	-0.0602758	-0.0601848	-0.0528963	-0.0600336	-0.0518712	-0.06	-0.0600616	-0.0600192	-0.0599998	-0.06	-0.06	-0.0546978	-0.0600665	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479464	-0.06
1542	0.3084	-0.0599827	-0.0599975	-0.0600652	-0.050029	-0.059952	-0.060187	-0.0599998	-0.0520543	-0.0601738	-0.053932	-0.0602504	-0.0513272	-0.0602437	-0.0601022	-0.0549729	-0.0602916	-0.0601807	-0.0571076	-0.0602757	-0.0601844	-0.0528953	-0.0600358	-0.0518712	-0.06	-0.0600629	-0.0600196	-0.0599998	-0.06	-0.06	-0.0546964	-0.0600682	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479466	-0.06
1545	0.309	-0.0599827	-0.0599975	-0.0600669	-0.0500296	-0.059952	-0.0601864	-0.0599998	-0.0520535	-0.0601737	-0.0539309	-0.0602496	-0.0513255	-0.0602441	-0.0601016	-0.054972	-0.0602913	-0.0601802	-0.0571071	-0.0602755	-0.0601839	-0.0528944	-0.060038	-0.0518713	-0.06	-0.0600641	-0.0600201	-0.0599998	-0.06	-0.06	-0.0546949	-0.06007	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479468	-0.06
1548	0.3096	-0.0599827	-0.0599975	-0.0600686	-0.0500302	-0.059952	-0.0601858	-0.0599998	-0.0520527	-0.0601735	-0.0539297	-0.0602487	-0.0513238	-0.0602445	-0.060101	-0.0549712	-0.0602909	-0.0601797	-0.0571066	-0.0602752	-0.0601834	-0.0528935	-0.0600401	-0.0518714	-0.06	-0.0600653	-0.0600206	-0.0599998	-0.06	-0.06	-0.0546935	-0.0600717	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479469	-0.06
1551	0.3102	-0.0599827	-0.0599975	-0.0600703	-0.0500309	-0.059952	-0.0601852	-0.0599998	-0.0520519	-0.0601733	-0.0539285	-0.0602478	-0.0513221	-0.0602448	-0.0601004	-0.0549703	-0.0602906	-0.0601792	-0.057106	-0.060275	-0.060183	-0.0528926	-0.0600422	-0.0518714	-0.06	-0.0600666	-0.0600211	-0.0599998	-0.06	-0.06	-0.0546921	-0.0600734	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479471	-0.06
1554	0.3108	-0.0599827	-0.0599975	-0.060072	-0.0500315	-0.059952	-0.0601845	-0.0599998	-0.0520512	-0.0601731	-0.0539273	-0.0602469	-0.0513204	-0.0602451	-0.0600998	-0.0549694	-0.0602902	-0.0601787	-0.0571055	-0.0602747	-0.0601824	-0.0528917	-0.0600442	-0.0518715	-0.06	-0.0600678	-0.0600215	-0.0599998	-0.06	-0.06	-0.0546907	-0.0600751	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479473	-0.06
1557	0.3114	-0.0599827	-0.0599975	-0.0600737	-0.0500321	-0.059952	-0.0601839	-0.0599998	-0.0520504	-0.0601729	-0.0539261	-0.060246	-0.0513187	-0.0602453	-0.0600992	-0.0549685	-0.0602897	-0.0601782	-0.0571049	-0.0602743	-0.0601819	-0.0528909	-0.0600463	-0.0518715	-0.06	-0.060069	-0.060022	-0.0599998	-0.06	-0.06	-0.0546892	-0.0600768	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479475	-0.06
1560	0.312	-0.0599827	-0.0599975	-0.0600754	-0.0500326	-0.059952	-0.0601832	-0.0599998	-0.0520496	-0.0601726	-0.0539249	-0.0602451	-0.051317	-0.0602455	-0.0600986	-0.0549676	-0.0602893	-0.0601777	-0.0571043	-0.060274	-0.0601814	-0.05289	-0.0600483	-0.0518715	-0.06	-0.0600702	-0.0600225	-0.0599998	-0.06	-0.06	-0.0546878	-0.0600785	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479476	-0.06
1563	0.3126	-0.0599827	-0.0599975	-0.060077	-0.0500332	-0.0599521	-0.0601826	-0.0599998	-0.0520488	-0.0601724	-0.0539237	-0.0602441	-0.0513153	-0.0602457	-0.0600979	-0.0549667	-0.0602888	-0.0601772	-0.0571037	-0.0602736	-0.0601808	-0.0528891	-0.0600503	-0.0518716	-0.06	-0.0600714	-0.060023	-0.0599998	-0.06	-0.06	-0.0546864	-0.0600802	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479478	-0.06
1566	0.3132	-0.0599827	-0.0599975	-0.0600787	-0.0500338	-0.0599521	-0.0601819	-0.0599998	-0.052048	-0.0601721	-0.0539225	-0.0602431	-0.0513136	-0.0602459	-0.0600973	-0.0549658	-0.0602883	-0.0601766	-0.0571031	-0.0602732	-0.0601803	-0.0528882	-0.0600522	-0.0518716	-0.06	-0.0600726	-0.0600234	-0.0599998	-0.06	-0.06	-0.054685	-0.0600819	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.047948	-0.06
1569	0.3138	-0.0599827	-0.0599975	-0.0600803	-0.0500344	-0.0599521	-0.0601812	-0.0599998	-0.0520472	-0.0601718	-0.0539213	-0.0602421	-0.0513118	-0.060246	-0.0600966	-0.0549649	-0.0602878	-0.0601761	-0.0571025	-0.0602728	-0.0601797	-0.0528873	-0.0600541	-0.0518716	-0.06	-0.0600738	-0.0600239	-0.0599998	-0.06	-0.06	-0.0546836	-0.0600835	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479482	-0.06
1572	0.3144	-0.0599827	-0.0599975	-0.0600819	-0.050035	-0.0599521	-0.0601805	-0.0599998	-0.0520464	-0.0601715	-0.0539201	-0.0602411	-0.0513101	-0.0602461	-0.060096	-0.0549639	-0.0602873	-0.0601755	-0.0571018	-0.0602723	-0.0601791	-0.0528864	-0.060056	-0.0518716	-0.06	-0.0600749	-0.0600243	-0.0599998	-0.06	-0.06	-0.0546822	-0.0600852	-0.0599998	-0.0599958	-0.059996	-0.0599998	-0.0599957	-0.0479483	-0.06
1575	0.315	-0.0599827	-0.0599975	-0.0600835	-0.0500355	-0.0599521	-0.0601798	-0.0599998	-0.0520457	-0.0601711	-0.0539189	-0.0602401	-0.0513084	-0.0602461	-0.0600953	-0.054963	-0.0602867	-0.0601749	-0.0571012	-0.0602718	-0.0601784	-0.0528855	-0.0600579	-0.0518716	-0.06	-0.0600761	-0.0600248	-0.0599998	-0.06	-0.06	-0.0546808	-0.0600868	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479485	-0.06
1578	0.3156	-0.0599827	-0.0599975	-0.0600852	-0.0500361	-0.0599521	-0.0601791	-0.0599998	-0.0520449	-0.0601708	-0.0539176	-0.060239	-0.0513066	-0.0602462	-0.0600946	-0.054962	-0.0602861	-0.0601744	-0.0571005	-0.0602713	-0.0601778	-0.0528846	-0.0600597	-0.0518716	-0.06	-0.0600773	-0.0600252	-0.0599998	-0.06	-0.06	-0.0546794	-0.0600884	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479487	-0.06
1581	0.3162	-0.0599827	-0.0599975	-0.0600868	-0.0500367	-0.0599521	-0.0601783	-0.0599998	-0.0520441	-0.0601704	-0.0539164	-0.060238	-0.0513049	-0.0602461	-0.0600939	-0.054961	-0.0602855	-0.0601737	-0.0570998	-0.0602707	-0.0601772	-0.0528837	-0.0600615	-0.0518716	-0.06	-0.0600784	-0.0600257	-0.0599998	-0.06	-0.06	-0.054678	-0.06009	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479489	-0.06
1584	0.3168	-0.0599827	-0.0599975	-0.0600883	-0.0500372	-0.0599521	-0.0601776	-0.0599998	-0.0520433	-0.06017	-0.0539151	-0.0602369	-0.0513032	-0.0602461	-0.0600932	-0.0549601	-0.0602849	-0.0601731	-0.0570991	-0.0602702	-0.0601765	-0.0528828	-0.0600633	-0.0518716	-0.06	-0.0600795	-0.0600261	-0.0599998	-0.06	-0.06	-0.0546766	-0.0600916	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.047949	-0.06
1587	0.3174	-0.0599827	-0.0599975	-0.0600899	-0.0500378	-0.0599521	-0.0601768	-0.0599998	-0.0520425	-0.0601696	-0.0539139	-0.0602358	-0.0513014	-0.060246	-0.0600925	-0.0549591	-0.0602842	-0.0601725	-0.0570984	-0.0602696	-0.0601758	-0.0528819	-0.060065	-0.0518716	-0.06	-0.0600807	-0.0600266	-0.0599998	-0.06	-0.06	-0.0546752	-0.0600932	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479492	-0.06
1590	0.318	-0.0599827	-0.0599975	-0.0600915	-0.0500383	-0.0599521	-0.060176	-0.0599998	-0.0520417	-0.0601692	-0.0539126	-0.0602347	-0.0512997	-0.0602459	-0.0600918	-0.0549581	-0.0602836	-0.0601719	-0.0570976	-0.0602689	-0.0601751	-0.0528811	-0.0600667	-0.0518716	-0.06	-0.0600818	-0.060027	-0.0599998	-0.06	-0.06	-0.0546738	-0.0600948	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479494	-0.06
1593	0.3186	-0.0599827	-0.0599975	-0.060093	-0.0500389	-0.0599521	-0.0601752	-0.0599998	-0.052041	-0.0601688	-0.0539113	-0.0602335	-0.051298	-0.0602458	-0.0600911	-0.0549571	-0.0602829	-0.0601712	-0.0570969	-0.0602683	-0.0601744	-0.0528802	-0.0600684	-0.0518716	-0.06	-0.0600829	-0.0600274	-0.0599998	-0.06	-0.06	-0.0546724	-0.0600964	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479496	-0.06
1596	0.3192	-0.0599827	-0.0599975	-0.0600946	-0.0500394	-0.0599521	-0.0601745	-0.0599998	-0.0520402	-0.0601684	-0.05391	-0.0602324	-0.0512962	-0.0602457	-0.0600903	-0.0549561	-0.0602822	-0.0601706	-0.0570961	-0.0602676	-0.0601737	-0.0528793	-0.0600701	-0.0518715	-0.06	-0.060084	-0.0600279	-0.0599998	-0.06	-0.06	-0.054671	-0.0600979	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479498	-0.06
1599	0.3198	-0.0599827	-0.0599975	-0.0600961	-0.0500399	-0.0599521	-0.0601736	-0.0599998	-0.0520394	-0.0601679	-0.0539088	-0.0602312	-0.0512945	-0.0602455	-0.0600896	-0.054955	-0.0602814	-0.0601699	-0.0570953	-0.0602669	-0.060173	-0.0528784	-0.0600717	-0.0518715	-0.06	-0.0600851	-0.0600283	-0.0599998	-0.06	-0.06	-0.0546697	-0.0600995	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479499	-0.06
1602	0.3204	-0.0599827	-0.0599975	-0.0600976	-0.0500405	-0.0599521	-0.0601728	-0.0599998	-0.0520386	-0.0601674	-0.0539075	-0.06023	-0.0512927	-0.0602453	-0.0600888	-0.054954	-0.0602806	-0.0601692	-0.0570946	-0.0602662	-0.0601722	-0.0528776	-0.0600733	-0.0518714	-0.06	-0.0600862	-0.0600287	-0.0599998	-0.06	-0.06	-0.0546683	-0.060101	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479501	-0.06
1605	0.321	-0.0599827	-0.0599975	-0.0600991	-0.050041	-0.0599521	-0.060172	-0.0599998	-0.0520379	-0.0601669	-0.0539062	-0.0602288	-0.051291	-0.060245	-0.0600881	-0.054953	-0.0602799	-0.0601685	-0.0570938	-0.0602655	-0.0601715	-0.0528767	-0.0600749	-0.0518714	-0.06	-0.0600873	-0.0600291	-0.0599998	-0.06	-0.06	-0.0546669	-0.0601025	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479503	-0.06
1608	0.3216	-0.0599827	-0.0599975	-0.0601006	-0.0500415	-0.0599521	-0.0601712	-0.0599998	-0.0520371	-0.0601664	-0.0539049	-0.0602276	-0.0512892	-0.0602447	-0.0600873	-0.0549519	-0.060279	-0.0601678	-0.0570929	-0.0602647	-0.0601707	-0.0528758	-0.0600764	-0.0518713	-0.06	-0.0600884	-0.0600296	-0.0599998	-0.06	-0.06	-0.0546656	-0.060104	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479505	-0.06
1611	0.3222	-0.0599827	-0.0599975	-0.0601021	-0.050042	-0.0599521	-0.0601703	-0.0599998	-0.0520363	-0.0601659	-0.0539036	-0.0602263	-0.0512875	-0.0602444	-0.0600865	-0.0549509	-0.0602782	-0.0601671	-0.0570921	-0.0602639	-0.0601699	-0.0528749	-0.0600779	-0.0518713	-0.06	-0.0600894	-0.06003	-0.0599998	-0.06	-0.06	-0.0546642	-0.0601055	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479507	-0.06
1614	0.3228	-0.0599827	-0.0599975	-0.0601036	-0.0500426	-0.0599521	-0.0601694	-0.0599998	-0.0520356	-0.0601654	-0.0539022	-0.0602251	-0.0512857	-0.0602441	-0.0600857	-0.0549498	-0.0602774	-0.0601664	-0.0570913	-0.0602631	-0.0601691	-0.0528741	-0.0600794	-0.0518712	-0.06	-0.0600905	-0.0600304	-0.0599998	-0.06	-0.06	-0.0546629	-0.060107	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479508	-0.06
1617	0.3234	-0.0599827	-0.0599975	-0.060105	-0.0500431	-0.0599521	-0.0601686	-0.0599998	-0.0520348	-0.0601648	-0.0539009	-0.0602238	-0.051284	-0.0602438	-0.0600849	-0.0549488	-0.0602765	-0.0601657	-0.0570904	-0.0602622	-0.0601683	-0.0528732	-0.0600809	-0.0518711	-0.06	-0.0600915	-0.0600308	-0.0599998	-0.06	-0.06	-0.0546615	-0.0601085	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.047951	-0.06
1620	0.324	-0.0599827	-0.0599975	-0.0601065	-0.0500436	-0.0599521	-0.0601677	-0.0599998	-0.052034	-0.0601642	-0.0538996	-0.0602225	-0.0512822	-0.0602434	-0.0600841	-0.0549477	-0.0602756	-0.0601649	-0.0570896	-0.0602614	-0.0601675	-0.0528724	-0.0600823	-0.051871	-0.06	-0.0600926	-0.0600312	-0.0599998	-0.06	-0.06	-0.0546602	-0.0601099	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479512	-0.06
1623	0.3246	-0.0599827	-0.0599975	-0.0601079	-0.0500441	-0.0599521	-0.0601668	-0.0599998	-0.0520333	-0.0601637	-0.0538983	-0.0602212	-0.0512805	-0.060243	-0.0600833	-0.0549466	-0.0602747	-0.0601642	-0.0570887	-0.0602605	-0.0601666	-0.0528715	-0.0600837	-0.051871	-0.06	-0.0600936	-0.0600316	-0.0599998	-0.06	-0.06	-0.0546588	-0.0601114	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479514	-0.06
1626	0.3252	-0.0599827	-0.0599975	-0.0601093	-0.0500446	-0.0599521	-0.0601659	-0.0599998	-0.0520325	-0.0601631	-0.0538969	-0.0602199	-0.0512787	-0.0602425	-0.0600825	-0.0549455	-0.0602738	-0.0601634	-0.0570878	-0.0602596	-0.0601658	-0.0528706	-0.0600851	-0.0518709	-0.06	-0.0600946	-0.060032	-0.0599998	-0.06	-0.06	-0.0546575	-0.0601128	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479516	-0.06
1629	0.3258	-0.0599827	-0.0599975	-0.0601108	-0.0500451	-0.0599521	-0.060165	-0.0599998	-0.0520317	-0.0601625	-0.0538956	-0.0602185	-0.051277	-0.0602421	-0.0600817	-0.0549444	-0.0602728	-0.0601627	-0.0570869	-0.0602586	-0.0601649	-0.0528698	-0.0600865	-0.0518708	-0.06	-0.0600956	-0.0600324	-0.0599998	-0.06	-0.06	-0.0546562	-0.0601142	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479518	-0.06
1632	0.3264	-0.0599827	-0.0599975	-0.0601122	-0.0500455	-0.0599521	-0.0601641	-0.0599998	-0.052031	-0.0601618	-0.0538943	-0.0602172	-0.0512752	-0.0602416	-0.0600808	-0.0549433	-0.0602718	-0.0601619	-0.057086	-0.0602577	-0.0601641	-0.052869	-0.0600878	-0.0518707	-0.06	-0.0600966	-0.0600328	-0.0599998	-0.06	-0.06	-0.0546549	-0.0601156	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479519	-0.06
1635	0.327	-0.0599827	-0.0599975	-0.0601135	-0.050046	-0.0599521	-0.0601632	-0.0599998	-0.0520302	-0.0601612	-0.0538929	-0.0602158	-0.0512735	-0.0602411	-0.06008	-0.0549422	-0.0602708	-0.0601611	-0.0570851	-0.0602567	-0.0601632	-0.0528681	-0.0600891	-0.0518706	-0.06	-0.0600976	-0.0600332	-0.0599998	-0.06	-0.06	-0.0546536	-0.060117	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479521	-0.06
1638	0.3276	-0.0599827	-0.0599975	-0.0601149	-0.0500465	-0.0599521	-0.0601622	-0.0599998	-0.0520295	-0.0601606	-0.0538916	-0.0602145	-0.0512717	-0.0602405	-0.0600791	-0.0549411	-0.0602698	-0.0601603	-0.0570841	-0.0602557	-0.0601623	-0.0528673	-0.0600904	-0.0518705	-0.06	-0.0600986	-0.0600336	-0.0599998	-0.06	-0.06	-0.0546522	-0.0601184	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479523	-0.06
1641	0.3282	-0.0599827	-0.0599975	-0.0601163	-0.050047	-0.0599521	-0.0601613	-0.0599998	-0.0520287	-0.0601599	-0.0538902	-0.0602131	-0.05127	-0.0602399	-0.0600783	-0.05494	-0.0602688	-0.0601595	-0.0570832	-0.0602547	-0.0601614	-0.0528664	-0.0600916	-0.0518703	-0.06	-0.0600996	-0.060034	-0.0599998	-0.06	-0.06	-0.0546509	-0.0601198	-0.0599998	-0.0599958	-0.0599961	-0.0599998	-0.0599957	-0.0479525	-0.06
