TimeSlice	Time	
757	0.40878	
758	0.40932	
759	0.40986	
760	0.4104	
761	0.41094	
762	0.41148	
763	0.41202	
764	0.41256	
765	0.4131	
766	0.41364	
767	0.41418	
768	0.41472	
769	0.41526	
770	0.4158	
771	0.41634	
772	0.41688	
773	0.41742	
774	0.41796	
775	0.4185	
776	0.41904	
777	0.41958	
778	0.42012	
779	0.42066	
780	0.4212	
781	0.42174	
782	0.42228	
783	0.42282	
784	0.42336	
785	0.4239	
786	0.42444	
787	0.42498	
788	0.42552	
789	0.42606	
790	0.4266	
791	0.42714	
792	0.42768	
793	0.42822	
794	0.42876	
795	0.4293	
796	0.42984	
797	0.43038	
798	0.43092	
799	0.43146	
800	0.432	
801	0.43254	
802	0.43308	
803	0.43362	
804	0.43416	
805	0.4347	
806	0.43524	
807	0.43578	
808	0.43632	
809	0.43686	
810	0.4374	
811	0.43794	
812	0.43848	
813	0.43902	
814	0.43956	
815	0.4401	
816	0.44064	
817	0.44118	
818	0.44172	
819	0.44226	
820	0.4428	
821	0.44334	
822	0.44388	
823	0.44442	
824	0.44496	
825	0.4455	
826	0.44604	
827	0.44658	
828	0.44712	
829	0.44766	
830	0.4482	
831	0.44874	
832	0.44928	
833	0.44982	
834	0.45036	
835	0.4509	
836	0.45144	
837	0.45198	
838	0.45252	
839	0.45306	
840	0.4536	
841	0.45414	
842	0.45468	
843	0.45522	
844	0.45576	
845	0.4563	
846	0.45684	
847	0.45738	
848	0.45792	
849	0.45846	
850	0.459	
851	0.45954	
852	0.46008	
853	0.46062	
854	0.46116	
855	0.4617	
856	0.46224	
857	0.46278	
858	0.46332	
859	0.46386	
860	0.4644	
861	0.46494	
862	0.46548	
863	0.46602	
864	0.46656	
865	0.4671	
866	0.46764	
867	0.46818	
868	0.46872	
869	0.46926	
870	0.4698	
871	0.47034	
872	0.47088	
873	0.47142	
874	0.47196	
875	0.4725	
876	0.47304	
877	0.47358	
878	0.47412	
879	0.47466	
880	0.4752	
881	0.47574	
882	0.47628	
883	0.47682	
884	0.47736	
885	0.4779	
886	0.47844	
887	0.47898	
888	0.47952	
889	0.48006	
890	0.4806	
891	0.48114	
892	0.48168	
893	0.48222	
894	0.48276	
895	0.4833	
896	0.48384	
897	0.48438	
898	0.48492	
899	0.48546	
900	0.486	
901	0.48654	
902	0.48708	
903	0.48762	
904	0.48816	
905	0.4887	
906	0.48924	
907	0.48978	
908	0.49032	
909	0.49086	
910	0.4914	
911	0.49194	
912	0.49248	
913	0.49302	
914	0.49356	
915	0.4941	
916	0.49464	
917	0.49518	
918	0.49572	
919	0.49626	
920	0.4968	
921	0.49734	
922	0.49788	
923	0.49842	
924	0.49896	
925	0.4995	
926	0.50004	
927	0.50058	
928	0.50112	
929	0.50166	
930	0.5022	
931	0.50274	
932	0.50328	
933	0.50382	
934	0.50436	
935	0.5049	
936	0.50544	
937	0.50598	
938	0.50652	
939	0.50706	
940	0.5076	
941	0.50814	
942	0.50868	
943	0.50922	
944	0.50976	
945	0.5103	
946	0.51084	
947	0.51138	
948	0.51192	
949	0.51246	
950	0.513	
951	0.51354	
952	0.51408	
953	0.51462	
954	0.51516	
955	0.5157	
956	0.51624	
957	0.51678	
958	0.51732	
959	0.51786	
960	0.5184	
961	0.51894	
962	0.51948	
963	0.52002	
964	0.52056	
965	0.5211	
966	0.52164	
967	0.52218	
968	0.52272	
969	0.52326	
970	0.5238	
971	0.52434	
972	0.52488	
973	0.52542	
974	0.52596	
975	0.5265	
976	0.52704	
977	0.52758	
978	0.52812	
979	0.52866	
980	0.5292	
981	0.52974	
982	0.53028	
983	0.53082	
984	0.53136	
985	0.5319	
986	0.53244	
987	0.53298	
988	0.53352	
989	0.53406	
990	0.5346	
991	0.53514	
992	0.53568	
993	0.53622	
994	0.53676	
995	0.5373	
996	0.53784	
997	0.53838	
998	0.53892	
999	0.53946	
1000	0.54	
1001	0.54054	
1002	0.54108	
1003	0.54162	
1004	0.54216	
1005	0.5427	
1006	0.54324	
1007	0.54378	
1008	0.54432	
1009	0.54486	
1010	0.5454	
1011	0.54594	
1012	0.54648	
1013	0.54702	
1014	0.54756	
1015	0.5481	
1016	0.54864	
1017	0.54918	
1018	0.54972	
1019	0.55026	
1020	0.5508	
1021	0.55134	
1022	0.55188	
1023	0.55242	
1024	0.55296	
1025	0.5535	
1026	0.55404	
1027	0.55458	
1028	0.55512	
1029	0.55566	
1030	0.5562	
1031	0.55674	
1032	0.55728	
1033	0.55782	
1034	0.55836	
1035	0.5589	
1036	0.55944	
1037	0.55998	
1038	0.56052	
1039	0.56106	
1040	0.5616	
1041	0.56214	
1042	0.56268	
1043	0.56322	
1044	0.56376	
1045	0.5643	
1046	0.56484	
1047	0.56538	
1048	0.56592	
1049	0.56646	
1050	0.567	
1051	0.56754	
1052	0.56808	
1053	0.56862	
1054	0.56916	
1055	0.5697	
1056	0.57024	
1057	0.57078	
1058	0.57132	
1059	0.57186	
1060	0.5724	
1061	0.57294	
1062	0.57348	
1063	0.57402	
1064	0.57456	
1065	0.5751	
1066	0.57564	
1067	0.57618	
1068	0.57672	
1069	0.57726	
1070	0.5778	
1071	0.57834	
1072	0.57888	
1073	0.57942	
1074	0.57996	
1075	0.5805	
1076	0.58104	
1077	0.58158	
1078	0.58212	
1079	0.58266	
1080	0.5832	
1081	0.58374	
1082	0.58428	
1083	0.58482	
1084	0.58536	
1085	0.5859	
1086	0.58644	
1087	0.58698	
1088	0.58752	
1089	0.58806	
1090	0.5886	
1091	0.58914	
1092	0.58968	
1093	0.59022	
1094	0.59076	
1095	0.5913	
1096	0.59184	
1097	0.59238	
1098	0.59292	
1099	0.59346	
1100	0.594	
1101	0.59454	
1102	0.59508	
1103	0.59562	
1104	0.59616	
1105	0.5967	
1106	0.59724	
1107	0.59778	
1108	0.59832	
1109	0.59886	
1110	0.5994	
1111	0.59994	
1112	0.60048	
1113	0.60102	
1114	0.60156	
1115	0.6021	
1116	0.60264	
1117	0.60318	
1118	0.60372	
1119	0.60426	
1120	0.6048	
1121	0.60534	
1122	0.60588	
1123	0.60642	
1124	0.60696	
1125	0.6075	
1126	0.60804	
1127	0.60858	
1128	0.60912	
1129	0.60966	
1130	0.6102	
1131	0.61074	
1132	0.61128	
1133	0.61182	
1134	0.61236	
1135	0.6129	
1136	0.61344	
1137	0.61398	
1138	0.61452	
1139	0.61506	
1140	0.6156	
1141	0.61614	
1142	0.61668	
1143	0.61722	
1144	0.61776	
1145	0.6183	
1146	0.61884	
1147	0.61938	
1148	0.61992	
1149	0.62046	
1150	0.621	
1151	0.62154	
1152	0.62208	
1153	0.62262	
1154	0.62316	
1155	0.6237	
1156	0.62424	
1157	0.62478	
1158	0.62532	
1159	0.62586	
1160	0.6264	
1161	0.62694	
1162	0.62748	
1163	0.62802	
1164	0.62856	
1165	0.6291	
1166	0.62964	
1167	0.63018	
1168	0.63072	
1169	0.63126	
1170	0.6318	
1171	0.63234	
1172	0.63288	
1173	0.63342	
1174	0.63396	
1175	0.6345	
1176	0.63504	
1177	0.63558	
1178	0.63612	
1179	0.63666	
1180	0.6372	
1181	0.63774	
1182	0.63828	
1183	0.63882	
1184	0.63936	
1185	0.6399	
1186	0.64044	
1187	0.64098	
1188	0.64152	
1189	0.64206	
1190	0.6426	
1191	0.64314	
1192	0.64368	
1193	0.64422	
1194	0.64476	
1195	0.6453	
1196	0.64584	
1197	0.64638	
1198	0.64692	
1199	0.64746	
1200	0.648	
1201	0.64854	
1202	0.64908	
1203	0.64962	
1204	0.65016	
1205	0.6507	
1206	0.65124	
1207	0.65178	
1208	0.65232	
1209	0.65286	
1210	0.6534	
1211	0.65394	
1212	0.65448	
1213	0.65502	
1214	0.65556	
1215	0.6561	
1216	0.65664	
1217	0.65718	
1218	0.65772	
1219	0.65826	
1220	0.6588	
1221	0.65934	
1222	0.65988	
1223	0.66042	
1224	0.66096	
1225	0.6615	
1226	0.66204	
1227	0.66258	
1228	0.66312	
1229	0.66366	
1230	0.6642	
1231	0.66474	
1232	0.66528	
1233	0.66582	
1234	0.66636	
1235	0.6669	
1236	0.66744	
1237	0.66798	
1238	0.66852	
1239	0.66906	
1240	0.6696	
1241	0.67014	
1242	0.67068	
1243	0.67122	
1244	0.67176	
1245	0.6723	
1246	0.67284	
1247	0.67338	
1248	0.67392	
1249	0.67446	
1250	0.675	
1251	0.67554	
1252	0.67608	
1253	0.67662	
1254	0.67716	
1255	0.6777	
1256	0.67824	
1257	0.67878	
1258	0.67932	
1259	0.67986	
1260	0.6804	
1261	0.68094	
1262	0.68148	
1263	0.68202	
1264	0.68256	
1265	0.6831	
1266	0.68364	
1267	0.68418	
1268	0.68472	
1269	0.68526	
1270	0.6858	
1271	0.68634	
1272	0.68688	
1273	0.68742	
1274	0.68796	
1275	0.6885	
1276	0.68904	
1277	0.68958	
1278	0.69012	
1279	0.69066	
1280	0.6912	
1281	0.69174	
1282	0.69228	
1283	0.69282	
1284	0.69336	
1285	0.6939	
1286	0.69444	
1287	0.69498	
1288	0.69552	
1289	0.69606	
1290	0.6966	
1291	0.69714	
1292	0.69768	
1293	0.69822	
1294	0.69876	
1295	0.6993	
1296	0.69984	
1297	0.70038	
1298	0.70092	
1299	0.70146	
1300	0.702	
1301	0.70254	
1302	0.70308	
1303	0.70362	
1304	0.70416	
1305	0.7047	
1306	0.70524	
1307	0.70578	
1308	0.70632	
1309	0.70686	
1310	0.7074	
1311	0.70794	
1312	0.70848	
1313	0.70902	
1314	0.70956	
1315	0.7101	
1316	0.71064	
1317	0.71118	
1318	0.71172	
1319	0.71226	
1320	0.7128	
1321	0.71334	
1322	0.71388	
1323	0.71442	
1324	0.71496	
1325	0.7155	
1326	0.71604	
1327	0.71658	
1328	0.71712	
1329	0.71766	
1330	0.7182	
1331	0.71874	
1332	0.71928	
1333	0.71982	
1334	0.72036	
1335	0.7209	
1336	0.72144	
1337	0.72198	
1338	0.72252	
1339	0.72306	
1340	0.7236	
1341	0.72414	
1342	0.72468	
1343	0.72522	
1344	0.72576	
1345	0.7263	
1346	0.72684	
1347	0.72738	
1348	0.72792	
1349	0.72846	
1350	0.729	
1351	0.72954	
1352	0.73008	
1353	0.73062	
1354	0.73116	
1355	0.7317	
1356	0.73224	
1357	0.73278	
1358	0.73332	
1359	0.73386	
1360	0.7344	
1361	0.73494	
1362	0.73548	
1363	0.73602	
1364	0.73656	
1365	0.7371	
1366	0.73764	
1367	0.73818	
1368	0.73872	
1369	0.73926	
1370	0.7398	
1371	0.74034	
1372	0.74088	
1373	0.74142	
1374	0.74196	
1375	0.7425	
1376	0.74304	
1377	0.74358	
1378	0.74412	
1379	0.74466	
1380	0.7452	
1381	0.74574	
1382	0.74628	
1383	0.74682	
1384	0.74736	
1385	0.7479	
1386	0.74844	
1387	0.74898	
1388	0.74952	
1389	0.75006	
1390	0.7506	
1391	0.75114	
1392	0.75168	
1393	0.75222	
1394	0.75276	
1395	0.7533	
1396	0.75384	
1397	0.75438	
1398	0.75492	
1399	0.75546	
1400	0.756	
1401	0.75654	
1402	0.75708	
1403	0.75762	
1404	0.75816	
1405	0.7587	
1406	0.75924	
1407	0.75978	
1408	0.76032	
1409	0.76086	
1410	0.7614	
1411	0.76194	
1412	0.76248	
1413	0.76302	
1414	0.76356	
1415	0.7641	
1416	0.76464	
1417	0.76518	
1418	0.76572	
1419	0.76626	
1420	0.7668	
1421	0.76734	
1422	0.76788	
1423	0.76842	
1424	0.76896	
1425	0.7695	
1426	0.77004	
1427	0.77058	
1428	0.77112	
1429	0.77166	
1430	0.7722	
1431	0.77274	
1432	0.77328	
1433	0.77382	
1434	0.77436	
1435	0.7749	
1436	0.77544	
1437	0.77598	
1438	0.77652	
1439	0.77706	
1440	0.7776	
1441	0.77814	
1442	0.77868	
1443	0.77922	
1444	0.77976	
1445	0.7803	
1446	0.78084	
1447	0.78138	
1448	0.78192	
1449	0.78246	
1450	0.783	
1451	0.78354	
1452	0.78408	
1453	0.78462	
1454	0.78516	
1455	0.7857	
1456	0.78624	
1457	0.78678	
1458	0.78732	
1459	0.78786	
1460	0.7884	
1461	0.78894	
1462	0.78948	
1463	0.79002	
1464	0.79056	
1465	0.7911	
1466	0.79164	
1467	0.79218	
1468	0.79272	
1469	0.79326	
1470	0.7938	
1471	0.79434	
1472	0.79488	
1473	0.79542	
1474	0.79596	
1475	0.7965	
1476	0.79704	
1477	0.79758	
1478	0.79812	
1479	0.79866	
1480	0.7992	
1481	0.79974	
1482	0.80028	
1483	0.80082	
1484	0.80136	
1485	0.8019	
1486	0.80244	
1487	0.80298	
1488	0.80352	
1489	0.80406	
1490	0.8046	
1491	0.80514	
1492	0.80568	
1493	0.80622	
1494	0.80676	
1495	0.8073	
1496	0.80784	
1497	0.80838	
1498	0.80892	
1499	0.80946	
1500	0.81	
1501	0.81054	
1502	0.81108	
1503	0.81162	
1504	0.81216	
1505	0.8127	
1506	0.81324	
1507	0.81378	
1508	0.81432	
1509	0.81486	
1510	0.8154	
1511	0.81594	
1512	0.81648	
1513	0.81702	
1514	0.81756	
1515	0.8181	
1516	0.81864	
1517	0.81918	
1518	0.81972	
1519	0.82026	
1520	0.8208	
1521	0.82134	
1522	0.82188	
1523	0.82242	
1524	0.82296	
1525	0.8235	
1526	0.82404	
1527	0.82458	
1528	0.82512	
1529	0.82566	
1530	0.8262	
1531	0.82674	
1532	0.82728	
1533	0.82782	
1534	0.82836	
1535	0.8289	
1536	0.82944	
1537	0.82998	
1538	0.83052	
1539	0.83106	
1540	0.8316	
1541	0.83214	
1542	0.83268	
1543	0.83322	
1544	0.83376	
1545	0.8343	
1546	0.83484	
1547	0.83538	
1548	0.83592	
1549	0.83646	
1550	0.837	
1551	0.83754	
1552	0.83808	
1553	0.83862	
1554	0.83916	
1555	0.8397	
1556	0.84024	
1557	0.84078	
1558	0.84132	
1559	0.84186	
1560	0.8424	
1561	0.84294	
1562	0.84348	
1563	0.84402	
1564	0.84456	
1565	0.8451	
1566	0.84564	
1567	0.84618	
1568	0.84672	
1569	0.84726	
1570	0.8478	
1571	0.84834	
1572	0.84888	
1573	0.84942	
1574	0.84996	
1575	0.8505	
1576	0.85104	
1577	0.85158	
1578	0.85212	
1579	0.85266	
1580	0.8532	
1581	0.85374	
1582	0.85428	
1583	0.85482	
1584	0.85536	
1585	0.8559	
1586	0.85644	
1587	0.85698	
1588	0.85752	
1589	0.85806	
1590	0.8586	
1591	0.85914	
1592	0.85968	
1593	0.86022	
1594	0.86076	
1595	0.8613	
1596	0.86184	
1597	0.86238	
1598	0.86292	
1599	0.86346	
1600	0.864	
1601	0.86454	
1602	0.86508	
1603	0.86562	
1604	0.86616	
1605	0.8667	
1606	0.86724	
1607	0.86778	
1608	0.86832	
1609	0.86886	
1610	0.8694	
1611	0.86994	
1612	0.87048	
1613	0.87102	
1614	0.87156	
1615	0.8721	
1616	0.87264	
1617	0.87318	
1618	0.87372	
1619	0.87426	
1620	0.8748	
1621	0.87534	
1622	0.87588	
1623	0.87642	
1624	0.87696	
1625	0.8775	
1626	0.87804	
1627	0.87858	
1628	0.87912	
1629	0.87966	
1630	0.8802	
1631	0.88074	
1632	0.88128	
1633	0.88182	
1634	0.88236	
1635	0.8829	
1636	0.88344	
1637	0.88398	
1638	0.88452	
1639	0.88506	
1640	0.8856	
1641	0.88614	
1642	0.88668	
1643	0.88722	
1644	0.88776	
1645	0.8883	
1646	0.88884	
1647	0.88938	
1648	0.88992	
1649	0.89046	
1650	0.891	
1651	0.89154	
1652	0.89208	
1653	0.89262	
1654	0.89316	
1655	0.8937	
1656	0.89424	
1657	0.89478	
1658	0.89532	
1659	0.89586	
1660	0.8964	
1661	0.89694	
1662	0.89748	
1663	0.89802	
1664	0.89856	
1665	0.8991	
1666	0.89964	
1667	0.90018	
